nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur Général;Groupe Daniel;Lescar (64);;Talentup / groupe-daniel.fr;SALES,JOB,DG,500-2000,CONTACT_1,CONTACT_NON_SOURCE;Poste: Directeur Commercial (H/F) | Date: NC (annonce active début sept. 2026) | Effectif: NC (estimé 400-700, groupe familial indépendant) | CA: 80 M€ | Salaire: NC | Source: Talentup | Lien: https://talentup.com/Offre-Emploi/Recherche/MotCle-directeur-commercial/emploi.html | Contexte: Leader régional indépendant des matériaux de construction (granulats, béton) dans le Sud-Ouest, 21 sites (12 carrières, 13 centrales à béton, 3 unités de préfabrication), recrute son Directeur Commercial, membre du Comité de Direction, pour structurer et piloter les équipes commerciales terrain.
;;;;DRH;Groupe Daniel;Lescar (64);;Talentup / groupe-daniel.fr;SALES,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directeur Commercial (H/F) | Date: NC (annonce active début sept. 2026) | Effectif: NC (estimé 400-700, groupe familial indépendant) | CA: 80 M€ | Salaire: NC | Source: Talentup | Lien: https://talentup.com/Offre-Emploi/Recherche/MotCle-directeur-commercial/emploi.html | Contexte: Recrutement du Directeur Commercial rattaché à la Direction Générale, groupe indépendant régional BTP/négoce matériaux.
;;;;Directeur Commercial France;EPSA;Paris (75);;Welcome to the Jungle;SALES,JOB,DIRECTEUR_COMMERCIAL,500-2000,CONTACT_1,CONTACT_NON_SOURCE;Poste: Ingénieur d'affaires (grands comptes) H/F | Date: NC (annonce active début sept. 2026) | Effectif: NC (groupe international conseil en achats, estimé 700-900 collaborateurs) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/epsa-operations-procurement/jobs/ingenieur-d-affaires-grands-comptes-h-f_paris | Contexte: Cabinet de conseil en performance achats/procurement (services B2B), recrute un Ingénieur d'affaires chargé de développer le chiffre d'affaires auprès de grands comptes.
;;;;Talent Acquisition Manager;EPSA;Paris (75);;Welcome to the Jungle;SALES,JOB,TALENT_ACQUISITION,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Ingénieur d'affaires (grands comptes) H/F | Date: NC (annonce active début sept. 2026) | Effectif: NC (groupe international conseil en achats, estimé 700-900 collaborateurs) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/epsa-operations-procurement/jobs/ingenieur-d-affaires-grands-comptes-h-f_paris | Contexte: Recrutement commercial grands comptes chez EPSA, cabinet de conseil en achats indépendant.
;;;;Fondateur / Dirigeant;Mathilde Créations;Lyon (69);;LinkedIn (via join.com);SALES,JOB,FONDATEUR,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Business Developer / Commercial (marque Blanc d'Ivoire) | Date: NC (annonce active début sept. 2026) | Effectif: 60 salariés | CA: NC | Salaire: NC | Source: LinkedIn/join.com | Lien: https://fr.linkedin.com/jobs/view/business-developer-b2b-at-mathilde-cr%C3%A9ations-at-join-com-3773779914 | Contexte: PME de linge de maison (marque Blanc d'Ivoire) basée région lyonnaise, recrute un profil commercial B2B pour développer son réseau de distribution.
;;;;Responsable Administratif et Financier;Mathilde Créations;Lyon (69);;LinkedIn (via join.com);SALES,JOB,RAF,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Business Developer / Commercial (marque Blanc d'Ivoire) | Date: NC (annonce active début sept. 2026) | Effectif: 60 salariés | CA: NC | Salaire: NC | Source: LinkedIn/join.com | Lien: https://fr.linkedin.com/jobs/view/business-developer-b2b-at-mathilde-cr%C3%A9ations-at-join-com-3773779914 | Contexte: Recrutement commercial B2B chez Mathilde Créations, PME textile indépendante.
;;;;Fondateur / Dirigeant;Cabéo RH;Innenheim (67);;LinkedIn;SALES,JOB,FONDATEUR,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: Business Developer BtoB H/F | Date: NC (annonce active début sept. 2026) | Effectif: NC (estimé 5-50, structure locale Alsace) | CA: NC | Salaire: NC | Source: LinkedIn | Lien: https://fr.linkedin.com/jobs/view/business-developer-btob-h-f-at-cab%C3%A9o-rh-3828933056 | Contexte: Cabinet de conseil RH indépendant basé en Alsace, recrute un Business Developer BtoB pour développer son propre portefeuille clients.
;;;;Responsable RH;Cabéo RH;Innenheim (67);;LinkedIn;SALES,JOB,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Business Developer BtoB H/F | Date: NC (annonce active début sept. 2026) | Effectif: NC (estimé 5-50, structure locale Alsace) | CA: NC | Salaire: NC | Source: LinkedIn | Lien: https://fr.linkedin.com/jobs/view/business-developer-btob-h-f-at-cab%C3%A9o-rh-3828933056 | Contexte: Recrutement commercial BtoB chez Cabéo RH, cabinet de conseil RH indépendant.
;;;;Responsable Commercial;GM Distribution;Montauban (82);;gm-distribution.fr (communiqué entreprise);SALES,JOB,DIRECTEUR_COMMERCIAL,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Technico-Commercial(e) Sédentaire France Nord (CDI) | Date: NC (annonce active début sept. 2026) | Effectif: NC (estimé 50-500, sites Montauban/Toulouse) | CA: NC | Salaire: NC | Source: Communiqué entreprise | Lien: https://www.gm-distribution.fr/fr/actualites/133-recrutement-nord.html | Contexte: Distributeur de matériaux/agencement (bois, cuisines sur mesure), recrute un technico-commercial sédentaire pour couvrir la zone France Nord.
;;;;DRH / Responsable RH;GM Distribution;Montauban (82);;gm-distribution.fr (communiqué entreprise);SALES,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Technico-Commercial(e) Sédentaire France Nord (CDI) | Date: NC (annonce active début sept. 2026) | Effectif: NC (estimé 50-500, sites Montauban/Toulouse) | CA: NC | Salaire: NC | Source: Communiqué entreprise | Lien: https://www.gm-distribution.fr/fr/actualites/133-recrutement-nord.html | Contexte: Recrutement technico-commercial chez GM Distribution, négoce de matériaux/agencement indépendant.
