nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Head of Sales;Yavin;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Sales Development Representative (SDR) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/yavin/jobs/sales-development-representative-sdr_paris_YAVIN_Gok2M9A | Contexte: Fintech paiement/POS. Annonce SDR active - prospection et qualification d'opportunites SMB aupres de CFO COO et CEO. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Talent Acquisition Manager / DRH;Yavin;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Sales Development Representative (SDR) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/yavin/jobs/sales-development-representative-sdr_paris_YAVIN_Gok2M9A | Contexte: Fintech paiement/POS. Annonce SDR active - prospection et qualification d'opportunites SMB aupres de CFO COO et CEO. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;CEO / Fondateur;Golem.ai;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Sales Development Representative (SDR) / Business Development Representative (BDR) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/golem-ai/jobs/sales-development-representative-sdr-business-development-representative-bdr_paris | Contexte: Editeur SaaS IA symbolique de traitement du langage. Annonce SDR/BDR active a Paris. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Talent Acquisition Manager / DRH;Golem.ai;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Sales Development Representative (SDR) / Business Development Representative (BDR) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/golem-ai/jobs/sales-development-representative-sdr-business-development-representative-bdr_paris | Contexte: Editeur SaaS IA symbolique de traitement du langage. Annonce SDR/BDR active a Paris. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Head of Sales;Whoz;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Client Success Manager | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/whoz/jobs/client-customer-manager-f-h-x_paris | Contexte: Editeur SaaS de staffing/planification pour ESN et cabinets de conseil. Recherche un CSM min 3 ans en SaaS B2B ou edition logicielle. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Talent Acquisition Manager / DRH;Whoz;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Client Success Manager | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/whoz/jobs/client-customer-manager-f-h-x_paris | Contexte: Editeur SaaS de staffing/planification pour ESN et cabinets de conseil. Recherche un CSM min 3 ans en SaaS B2B ou edition logicielle. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;CEO / Fondateur;Kel Foncier;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Customer Success Manager / Charge de relation client B2B | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/kel-foncier/jobs/customer-success-manager-charge-de-relation-client-b2b-h-f_paris | Contexte: Proptech - data et SaaS fonciers pour promoteurs et amenageurs. Annonce CSM B2B en CDI. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Talent Acquisition Manager / DRH;Kel Foncier;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Customer Success Manager / Charge de relation client B2B | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/kel-foncier/jobs/customer-success-manager-charge-de-relation-client-b2b-h-f_paris | Contexte: Proptech - data et SaaS fonciers pour promoteurs et amenageurs. Annonce CSM B2B en CDI. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Head of Sales;Beetween;Rennes (35);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Customer Success Manager - Logiciel | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/beetween/jobs/customer-success-manager-logiciel-rennes_rennes | Contexte: Editeur d'un ATS SaaS de gestion des recrutements. Annonce CSM logiciel en CDI. Date de publication non verifiable - WTTJ bloque par le proxy.
;;;;Talent Acquisition Manager / DRH;Beetween;Rennes (35);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Customer Success Manager - Logiciel | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/beetween/jobs/customer-success-manager-logiciel-rennes_rennes | Contexte: Editeur d'un ATS SaaS de gestion des recrutements. Annonce CSM logiciel en CDI. Date de publication non verifiable - WTTJ bloque par le proxy.
