nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur Administratif et Financier;GROUPE DERET;NC;;Teamtailor;FINANCE,JOB,DAF,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion (F/H) CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor | Lien: https://deret-1741613578.teamtailor.com/jobs/6036887-controleur-de-gestion-f-h | Contexte: Le groupe Deret (logistique et transport multi-activites) recrute un controleur de gestion en CDI pour accompagner la performance et la croissance du groupe - profil 3 ans d'experience minimum en environnement multi-activites ou logistique.
;;;;Directeur des Ressources Humaines;GROUPE DERET;NC;;Teamtailor;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion (F/H) CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor | Lien: https://deret-1741613578.teamtailor.com/jobs/6036887-controleur-de-gestion-f-h | Contexte: Le groupe Deret (logistique et transport multi-activites) recrute un controleur de gestion en CDI pour accompagner la performance et la croissance du groupe - profil 3 ans d'experience minimum en environnement multi-activites ou logistique.
;;;;Directeur Administratif et Financier;FREHA;Clichy (92);;Taleez;FINANCE,JOB,DAF,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Comptable general confirme H/F CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/comptable-general-h-f-cdi-clichy-92-clichy-freha-cdi | Contexte: FREHA (gestion locative a vocation sociale| logement accompagne) recrute un comptable general confirme en CDI a Clichy (92).
;;;;Directeur des Ressources Humaines;FREHA;Clichy (92);;Taleez;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Comptable general confirme H/F CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/comptable-general-h-f-cdi-clichy-92-clichy-freha-cdi | Contexte: FREHA (gestion locative a vocation sociale| logement accompagne) recrute un comptable general confirme en CDI a Clichy (92).
;;;;Directeur Administratif et Financier;CAPSO;Lyon (69);;Taleez;FINANCE,JOB,DAF,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable comptable CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/responsable-comptable-lyon-capso-cdi | Contexte: CAPSO recrute a Lyon un responsable comptable rattache au Directeur Administratif et Financier - pilotage de l'ensemble de la comptabilite et management d'une equipe de comptables.
;;;;Directeur des Ressources Humaines;CAPSO;Lyon (69);;Taleez;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable comptable CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/responsable-comptable-lyon-capso-cdi | Contexte: CAPSO recrute a Lyon un responsable comptable rattache au Directeur Administratif et Financier - pilotage de l'ensemble de la comptabilite et management d'une equipe de comptables.
;;;;Directeur Administratif et Financier;FDG GROUP;Orly (94);;Taleez;FINANCE,JOB,DAF,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion operationnel H/F CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/controleur-de-gestion-operationnel-h-f-orly-fdg-group-cdi | Contexte: FDG Group recrute un controleur de gestion operationnel en CDI sur son site d'Orly (94).
;;;;Directeur des Ressources Humaines;FDG GROUP;Orly (94);;Taleez;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion operationnel H/F CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/controleur-de-gestion-operationnel-h-f-orly-fdg-group-cdi | Contexte: FDG Group recrute un controleur de gestion operationnel en CDI sur son site d'Orly (94).
;;;;Directeur Administratif et Financier;IMAGINO;Cachan (94);;Teamtailor;FINANCE,JOB,DAF,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor | Lien: https://imagino.teamtailor.com/jobs/6002799-controleur-de-gestion-h-f | Contexte: Imagino (editeur de logiciels data/marketing cree en 2017| bureau a Cachan) recrute un controleur de gestion Bac+5 finance ou controle de gestion avec 3 ans d'experience minimum.
;;;;Directeur des Ressources Humaines;IMAGINO;Cachan (94);;Teamtailor;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor | Lien: https://imagino.teamtailor.com/jobs/6002799-controleur-de-gestion-h-f | Contexte: Imagino (editeur de logiciels data/marketing cree en 2017| bureau a Cachan) recrute un controleur de gestion Bac+5 finance ou controle de gestion avec 3 ans d'experience minimum.
Mellul;Julien;;;Directeur General;ECRITEL;Vannes (56);;Le Journal des Entreprises;FINANCE,NEWS,DG,200-500,CONTACT_1;Poste: Signal croissance externe et refinancement | Date: NC | Effectif: 250 (France) | CA: 36-37 M EUR (2025) | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/breve/ecritel-renforce-son-positionnement-dans-le-cloud-souverain-2147007 | Contexte: Le groupe morbihannais Ecritel (hebergement et cloud) affiche 36 M EUR de CA consolide 2025 en hausse de 9 pourcent apres les acquisitions de SimpleRezo (Paris) et Hileo (Frejus)| et a boucle un refinancement bancaire en mai 2026 pour accelerer sur le cloud souverain (visee SecNumCloud) - structuration de la fonction finance a prevoir.
;;;;Directeur des Ressources Humaines;ECRITEL;Vannes (56);;Le Journal des Entreprises;FINANCE,NEWS,DRH,200-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Signal croissance externe et refinancement | Date: NC | Effectif: 250 (France) | CA: 36-37 M EUR (2025) | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/breve/ecritel-renforce-son-positionnement-dans-le-cloud-souverain-2147007 | Contexte: Le groupe morbihannais Ecritel (hebergement et cloud) affiche 36 M EUR de CA consolide 2025 en hausse de 9 pourcent apres les acquisitions de SimpleRezo (Paris) et Hileo (Frejus)| et a boucle un refinancement bancaire en mai 2026 pour accelerer sur le cloud souverain (visee SecNumCloud) - structuration de la fonction finance a prevoir.
Eymard;Adrien;;;Directeur General;BLACK STAR NEXT (marque Leonard);Bethune (62);;Le Journal des Entreprises;FINANCE,NEWS,DG,50-200,CONTACT_1;Poste: Signal reprise d'activite et plan de recrutement | Date: NC | Effectif: 117 | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/hauts-de-france | Contexte: Le remanufactureur de pneus Black Star| repris en juin 2026 et relance sous la marque Leonard sur l'ex-site Bridgestone de Bethune| est passe de 91 a 117 personnes fin juillet 2026| annonce avoir atteint la rentabilite et prevoit 8 a 10 embauches supplementaires d'ici la fin d'annee - montee en cadence industrielle et besoin de pilotage de gestion.
Hage;Arnaud;;;President de Leonard;BLACK STAR NEXT (marque Leonard);Bethune (62);;Le Journal des Entreprises;FINANCE,NEWS,CEO,50-200,CONTACT_2;Poste: Signal reprise d'activite et plan de recrutement | Date: NC | Effectif: 117 | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/hauts-de-france | Contexte: Le remanufactureur de pneus Black Star| repris en juin 2026 et relance sous la marque Leonard sur l'ex-site Bridgestone de Bethune| est passe de 91 a 117 personnes fin juillet 2026| annonce avoir atteint la rentabilite et prevoit 8 a 10 embauches supplementaires d'ici la fin d'annee - montee en cadence industrielle et besoin de pilotage de gestion.
