nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur General de l'hotel;Hotel Golf Chateau de Chailly;Chailly-sur-Armancon (21);;Journal des Palaces;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: F&B Manager (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-319231-F-B-Manager-Hotel-Golf-Chateau-de-Chailly-Chailly-sur-Armancon.html | Contexte: Chateau-hotel 4* + golf 18 trous en Bourgogne, exploitation independante. Recrute un F&B Manager en CDI (pilotage restaurant gastronomique + banquets + seminaires). Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Responsable Ressources Humaines;Hotel Golf Chateau de Chailly;Chailly-sur-Armancon (21);;Journal des Palaces;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: F&B Manager (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-319231-F-B-Manager-Hotel-Golf-Chateau-de-Chailly-Chailly-sur-Armancon.html | Contexte: Chateau-hotel 4* + golf 18 trous en Bourgogne, exploitation independante. Recrute un F&B Manager en CDI (pilotage restaurant gastronomique + banquets + seminaires). Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Directeur General de l'hotel;Nolinski Paris;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Chef de Reception (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-319229-Chef-de-Reception-Nolinski-Paris-Nolinski-Paris-Paris.html | Contexte: Hotel 5* de la collection independante Evok (groupe hotelier francais de taille moyenne, hors grands groupes). Recrute un Chef de Reception CDI. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Responsable Ressources Humaines;Nolinski Paris;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef de Reception (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-319229-Chef-de-Reception-Nolinski-Paris-Nolinski-Paris-Paris.html | Contexte: Hotel 5* de la collection independante Evok (groupe hotelier francais de taille moyenne, hors grands groupes). Recrute un Chef de Reception CDI. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Directeur General de l'hotel;Hotel Plage Palace;Palavas-les-Flots (34);;Journal des Palaces;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Spa Manager (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-318547-Spa-Manager-Hotel-Plage-Palace-Palavas-les-Flots.html | Contexte: Hotel 5* balneaire independant du littoral heraultais. Creation/reprise du poste de Spa Manager en CDI : signal de structuration de l'offre bien-etre. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Responsable Ressources Humaines;Hotel Plage Palace;Palavas-les-Flots (34);;Journal des Palaces;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Spa Manager (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-318547-Spa-Manager-Hotel-Plage-Palace-Palavas-les-Flots.html | Contexte: Hotel 5* balneaire independant du littoral heraultais. Creation/reprise du poste de Spa Manager en CDI : signal de structuration de l'offre bien-etre. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Directeur de Restaurant;Pavillon Ledoyen;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DIRECTEUR_SITE,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Sous-chef patissier (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-318461-Sous-chef-patissier--Pavillon-Ledoyen-Paris.html | Contexte: Maison gastronomique parisienne triplement etoilee, groupe de restauration independant. Recrute un Sous-chef patissier en CDI. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Responsable Ressources Humaines;Pavillon Ledoyen;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Sous-chef patissier (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-318461-Sous-chef-patissier--Pavillon-Ledoyen-Paris.html | Contexte: Maison gastronomique parisienne triplement etoilee, groupe de restauration independant. Recrute un Sous-chef patissier en CDI. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Directeur General / Proprietaire;Domaine de la Tortiniere;Veigne (37);;Journal des Palaces;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Chef(fe) de Reception (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-318199-Chef-fe-de-Reception-Domaine-De-La-Tortiniere-Veigne.html | Contexte: Chateau-hotel familial independant en Touraine (Relais & Chateaux). Recrute un Chef de Reception en CDI. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
;;;;Responsable Ressources Humaines;Domaine de la Tortiniere;Veigne (37);;Journal des Palaces;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef(fe) de Reception (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-318199-Chef-fe-de-Reception-Domaine-De-La-Tortiniere-Veigne.html | Contexte: Chateau-hotel familial independant en Touraine (Relais & Chateaux). Recrute un Chef de Reception en CDI. Annonce active au 2026-09-23 (numero d'offre JdP dans la serie la plus recente du site). Date exacte de publication non confirmee : journaldespalaces.com est bloque par le proxy sortant.
