nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Expert-comptable associe;Hermesiane;Paris (75);;Hellowork;FINANCE,JOB,HIRING_MANAGER,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Auditeur Interne Financier Confirme (CDI) | Date: NC | Effectif: ~60 collaborateurs dont 6 associes operationnels | CA: NC | Salaire: NC | Source: Hellowork | Lien: https://www.hellowork.com/fr-fr/emplois/75911314.html | Contexte: Cabinet independant d'expertise comptable, commissariat aux comptes et conseil fonde en 1985, bureaux Paris 8e - Nanterre - Montpellier. Recrute un auditeur confirme pour renforcer son pole audit.
;;;;Responsable RH;Hermesiane;Paris (75);;Hellowork;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Auditeur Interne Financier Confirme (CDI) | Date: NC | Effectif: ~60 collaborateurs dont 6 associes operationnels | CA: NC | Salaire: NC | Source: Hellowork | Lien: https://www.hellowork.com/fr-fr/emplois/75911314.html | Contexte: Cabinet independant d'expertise comptable, commissariat aux comptes et conseil fonde en 1985, bureaux Paris 8e - Nanterre - Montpellier. Recrute un auditeur confirme pour renforcer son pole audit.
;;;;Expert-comptable associe responsable de bureau;Numbr;Rouen (76);;LinkedIn;FINANCE,JOB,HIRING_MANAGER,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Collaborateur comptable (CDI) | Date: NC | Effectif: NC - reseau de 16 cabinets d'expertise comptable en France | CA: NC | Salaire: NC | Source: Rouen Emplois - LinkedIn | Lien: https://www.rouen-emplois.com/emplois/80952476.html | Contexte: Reseau de cabinets d'expertise comptable en forte croissance present dans les principales villes francaises. Recrute un collaborateur comptable en CDI pour son cabinet de Rouen.
;;;;Responsable recrutement;Numbr;Rouen (76);;LinkedIn;FINANCE,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Collaborateur comptable (CDI) | Date: NC | Effectif: NC - reseau de 16 cabinets d'expertise comptable en France | CA: NC | Salaire: NC | Source: Rouen Emplois - LinkedIn | Lien: https://www.rouen-emplois.com/emplois/80952476.html | Contexte: Reseau de cabinets d'expertise comptable en forte croissance present dans les principales villes francaises. Recrute un collaborateur comptable en CDI pour son cabinet de Rouen.
;;;;Expert-comptable dirigeant;Acom Bergerac;Bergerac (24);;Indeed;FINANCE,JOB,FONDATEUR,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: Expert-Comptable Memorialiste (CDI) | Date: NC | Effectif: une dizaine de personnes | CA: NC | Salaire: NC | Source: Indeed | Lien: https://fr.indeed.com/q-expert-comptable-m%C3%A9morialiste-emplois.html | Contexte: Cabinet d'expertise comptable independant membre du reseau Acom Expertise. Recrute un futur expert-comptable memorialiste en CDI - statut de stage d'expertise comptable (DEC), poste en contrat a duree indeterminee.
;;;;Responsable administratif et financier;Acom Bergerac;Bergerac (24);;Indeed;FINANCE,JOB,RAF,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Expert-Comptable Memorialiste (CDI) | Date: NC | Effectif: une dizaine de personnes | CA: NC | Salaire: NC | Source: Indeed | Lien: https://fr.indeed.com/q-expert-comptable-m%C3%A9morialiste-emplois.html | Contexte: Cabinet d'expertise comptable independant membre du reseau Acom Expertise. Recrute un futur expert-comptable memorialiste en CDI - statut de stage d'expertise comptable (DEC), poste en contrat a duree indeterminee.
;;;;President du groupe;Groupe Cofime;Colmar (68);;Le Journal des Entreprises;FINANCE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Chef de mission expertise-comptable - Collaborateur comptable confirme | Date: NC | Effectif: 250 salaries (350 apres rapprochement) | CA: 25 M EUR | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/le-groupe-alsacien-cofime-se-renforce-en-reprenant-le-cabinet-dexpertise-comptable-rhodanien-ceralp-2137601 | Contexte: Groupe alsacien independant d'expertise comptable - audit - conseil (membre HLB) implante a Colmar depuis 60 ans. Prise de participation majoritaire d'environ 52 pour cent dans le cabinet rhodanien Ceralp : nouvel ensemble de 350 salaries sur une quinzaine de sites - besoins de structuration et de recrutement. DATE DE PUBLICATION NON CONFIRMEE - A VERIFIER.
;;;;Directeur des ressources humaines;Groupe Cofime;Colmar (68);;Le Journal des Entreprises;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef de mission expertise-comptable - Collaborateur comptable confirme | Date: NC | Effectif: 250 salaries (350 apres rapprochement) | CA: 25 M EUR | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/le-groupe-alsacien-cofime-se-renforce-en-reprenant-le-cabinet-dexpertise-comptable-rhodanien-ceralp-2137601 | Contexte: Groupe alsacien independant d'expertise comptable - audit - conseil (membre HLB) implante a Colmar depuis 60 ans. Prise de participation majoritaire d'environ 52 pour cent dans le cabinet rhodanien Ceralp : nouvel ensemble de 350 salaries sur une quinzaine de sites - besoins de structuration et de recrutement. DATE DE PUBLICATION NON CONFIRMEE - A VERIFIER.
;;;;Expert-comptable associe dirigeant;Ceralp;Villefranche-sur-Saone (69);;Le Journal des Entreprises;FINANCE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Collaborateur comptable - Chef de mission - Auditeur | Date: NC | Effectif: 100 salaries dont 8 experts-comptables | CA: 8 M EUR (2024) | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/breve/base-en-alsace-le-groupe-cofime-va-fusionner-avec-le-rhodanien-ceralp-2136183 | Contexte: Cabinet independant cree en 1987 a Villefranche-sur-Saone - 3 sites (Villefranche - Lyon - Sainte-Foy-les-Lyon) - expertise comptable - audit - commissariat aux comptes. Adossement au groupe alsacien Cofime qui prend environ 52 pour cent du capital. DATE DE PUBLICATION NON CONFIRMEE - A VERIFIER.
;;;;Responsable ressources humaines;Ceralp;Villefranche-sur-Saone (69);;Le Journal des Entreprises;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Collaborateur comptable - Chef de mission - Auditeur | Date: NC | Effectif: 100 salaries dont 8 experts-comptables | CA: 8 M EUR (2024) | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/breve/base-en-alsace-le-groupe-cofime-va-fusionner-avec-le-rhodanien-ceralp-2136183 | Contexte: Cabinet independant cree en 1987 a Villefranche-sur-Saone - 3 sites (Villefranche - Lyon - Sainte-Foy-les-Lyon) - expertise comptable - audit - commissariat aux comptes. Adossement au groupe alsacien Cofime qui prend environ 52 pour cent du capital. DATE DE PUBLICATION NON CONFIRMEE - A VERIFIER.
;;;;Expert-comptable associe;Innoliance;Aurillac (15);;Site carrieres Innoliance;FINANCE,JOB,HIRING_MANAGER,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Collaborateur comptable confirme et auditeur commissariat aux comptes | Date: 2026-09-14 | Effectif: 60 collaborateurs dont 5 experts-comptables et 3 commissaires aux comptes | CA: NC | Salaire: NC | Source: Site carrieres Innoliance | Lien: https://www.innoliance.fr/recrutement/ | Contexte: Cabinet d'expertise comptable et d'audit independant du Cantal (Aurillac Marmanhac) membre du reseau France Defi. Recrute des collaborateurs comptables seniors et des auditeurs pour ses missions de commissariat aux comptes legal et contractuel.
;;;;Responsable administratif et ressources humaines;Innoliance;Aurillac (15);;Site carrieres Innoliance;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Collaborateur comptable confirme et auditeur commissariat aux comptes | Date: 2026-09-14 | Effectif: 60 collaborateurs dont 5 experts-comptables et 3 commissaires aux comptes | CA: NC | Salaire: NC | Source: Site carrieres Innoliance | Lien: https://www.innoliance.fr/recrutement/ | Contexte: Cabinet d'expertise comptable et d'audit independant du Cantal (Aurillac Marmanhac) membre du reseau France Defi. Recrute des collaborateurs comptables seniors et des auditeurs pour ses missions de commissariat aux comptes legal et contractuel.
