nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Responsable du controle de gestion;Groupe Altema;Jebsheim (68);;Site carriere Altema;FINANCE,JOB,HIRING_MANAGER,500-2000,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion industriel H/F (CDI) | Date: NC | Effectif: ~600 (groupe) | CA: NC | Salaire: NC | Source: altema.pro carrieres Grand Est | Lien: https://altema.pro/carrieres/grand-est-fr/862-controleur-de-gestion-industriel-h-f-fr/ | Contexte: Groupe alsacien (siege Colmar) de solutions de bardage et evacuation de fumees, 40 points de vente et un site industriel en developpement. Recrute un controleur de gestion industriel en remplacement + un controleur de gestion commercial (2 postes ouverts simultanement).
;;;;Directeur des Ressources Humaines;Groupe Altema;Jebsheim (68);;Site carriere Altema;FINANCE,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion industriel H/F (CDI) | Date: NC | Effectif: ~600 (groupe) | CA: NC | Salaire: NC | Source: altema.pro carrieres Grand Est | Lien: https://altema.pro/carrieres/grand-est-fr/862-controleur-de-gestion-industriel-h-f-fr/ | Contexte: Groupe alsacien (siege Colmar) de solutions de bardage et evacuation de fumees, 40 points de vente et un site industriel en developpement. Recrute un controleur de gestion industriel en remplacement + un controleur de gestion commercial (2 postes ouverts simultanement).
;;;;Directeur Administratif et Financier;Groupe IDEC;Poitiers (86);;Site carriere Groupe IDEC;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Comptable General H/F (CDI 80% - 28h) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: groupeidec.com emplois-carriere | Lien: https://www.groupeidec.com/emplois-carriere/offre/comptable-general-h-f/ | Contexte: Groupe immobilier et construction recrutant en direct sur son site carriere un comptable general a Poitiers en CDI temps partiel 80%.
;;;;Directeur des Ressources Humaines;Groupe IDEC;Poitiers (86);;Site carriere Groupe IDEC;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Comptable General H/F (CDI 80% - 28h) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: groupeidec.com emplois-carriere | Lien: https://www.groupeidec.com/emplois-carriere/offre/comptable-general-h-f/ | Contexte: Groupe immobilier et construction recrutant en direct sur son site carriere un comptable general a Poitiers en CDI temps partiel 80%.
;;;;Directeur General;Facchinetti Automobiles;Epagny (74);;Taleez;FINANCE,JOB,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Comptable (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez (ATS propre a l'entreprise) | Lien: https://taleez.com/apply/comptable-epagny-facchinetti-automobiles-cdi | Contexte: Distributeur automobile haut-savoyard recrutant en direct un comptable en CDI a Epagny via son propre ATS.
;;;;Responsable Administratif et Financier;Facchinetti Automobiles;Epagny (74);;Taleez;FINANCE,JOB,RAF,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Comptable (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez (ATS propre a l'entreprise) | Lien: https://taleez.com/apply/comptable-epagny-facchinetti-automobiles-cdi | Contexte: Distributeur automobile haut-savoyard recrutant en direct un comptable en CDI a Epagny via son propre ATS.
;;;;Directeur Financier;Opera national de Paris;Paris (75);;Taleez;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion (CDI) | Date: 2026-09-07 | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez - page carrieres Opera national de Paris | Lien: https://op-ra-national-de-paris.taleez.com/ | Contexte: Offre de controleur de gestion en CDI publiee le 7 septembre 2026 sur la page carrieres de l'Opera national de Paris. Seule offre du perimetre dont la date de publication est confirmee dans la fenetre 7 jours.
;;;;Directeur des Ressources Humaines;Opera national de Paris;Paris (75);;Taleez;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion (CDI) | Date: 2026-09-07 | Effectif: NC | CA: NC | Salaire: NC | Source: Taleez - page carrieres Opera national de Paris | Lien: https://op-ra-national-de-paris.taleez.com/ | Contexte: Offre de controleur de gestion en CDI publiee le 7 septembre 2026 sur la page carrieres de l'Opera national de Paris. Seule offre du perimetre dont la date de publication est confirmee dans la fenetre 7 jours.
;;;;Directeur Administratif et Financier;Colbert Groupe;Nantes (44);;France Travail;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Comptable generaliste | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: France Travail - offres comptable Nantes | Lien: https://candidat.francetravail.fr/offres/emploi/comptable/nantes/s12m1v6 | Contexte: Offre de comptable generaliste identifiee sur France Travail Nantes au nom de Colbert Groupe. Raison sociale exacte a confirmer avant approche.
;;;;Directeur des Ressources Humaines;Colbert Groupe;Nantes (44);;France Travail;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Comptable generaliste | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: France Travail - offres comptable Nantes | Lien: https://candidat.francetravail.fr/offres/emploi/comptable/nantes/s12m1v6 | Contexte: Offre de comptable generaliste identifiee sur France Travail Nantes au nom de Colbert Groupe. Raison sociale exacte a confirmer avant approche.
