nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur General;Groupe Gerard Joulie;Paris (75);;LinkedIn;HOSPITALITY,JOB,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Maitre d'hotel H/F - Bouillon Chartier Montparnasse | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs + site carriere Groupe Joulie | Lien: https://fr.linkedin.com/jobs/view/ma%C3%AEtre-d-h%C3%B4tel-h-f-bouillon-chartier-at-groupe-g%C3%A9rard-joulie-4416039187 | Contexte: Groupe familial de brasseries parisiennes (Bouillon Chartier). Recrutement CDI 39h d'un maitre d'hotel pour Bouillon Chartier Montparnasse - encadrement des chefs de rang et du service.
;;;;DRH;Groupe Gerard Joulie;Paris (75);;LinkedIn;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Maitre d'hotel H/F - Bouillon Chartier Montparnasse | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs + site carriere Groupe Joulie | Lien: https://fr.linkedin.com/jobs/view/ma%C3%AEtre-d-h%C3%B4tel-h-f-bouillon-chartier-at-groupe-g%C3%A9rard-joulie-4416039187 | Contexte: Groupe familial de brasseries parisiennes (Bouillon Chartier). Recrutement CDI 39h d'un maitre d'hotel pour Bouillon Chartier Montparnasse - encadrement des chefs de rang et du service.
;;;;Directeur General;Lavorel Hotels;Lyon (69);;Site carriere entreprise;HOSPITALITY,JOB,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Charge(e) de reservations multi-hotels H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Site carriere Lavorel Hotels | Lien: https://www.lavorelhotels.com/fr/recrutement/offre/?o=186240 | Contexte: Groupe hotelier independant lyonnais de 9 hotels 4 et 5 etoiles (Courchevel Annecy Chantilly Paris Lyon). Recrutement d'un charge de reservations multi-hotels en CDD 6 mois a partir d'octobre 2026.
;;;;DRH;Lavorel Hotels;Lyon (69);;Site carriere entreprise;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Charge(e) de reservations multi-hotels H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Site carriere Lavorel Hotels | Lien: https://www.lavorelhotels.com/fr/recrutement/offre/?o=186240 | Contexte: Groupe hotelier independant lyonnais de 9 hotels 4 et 5 etoiles (Courchevel Annecy Chantilly Paris Lyon). Recrutement d'un charge de reservations multi-hotels en CDD 6 mois a partir d'octobre 2026.
;;;;Directeur General;Fuga Family;Paris (75);;Site carriere entreprise;HOSPITALITY,JOB,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Superviseur - ouverture nouveau restaurant septembre 2026 H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Site carriere Fuga Family (Teamtailor) | Lien: https://fugafamily.teamtailor.com/jobs/7901470-superviseur-ouverture-nouveau-restaurant-septembre-2026-h-f | Contexte: Groupe de restauration parisien independant qui ouvre la Brasserie Fougue a Beaupassage (Paris 7e) en septembre 2026 et recrute son encadrement de salle.
Herpin;Fanny;;;Cheffe de cuisine Brasserie Fougue;Fuga Family;Paris (75);;Site carriere entreprise;HOSPITALITY,JOB,HIRING_MANAGER,NC,CONTACT_2;Poste: Superviseur - ouverture nouveau restaurant septembre 2026 H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Site carriere Fuga Family (Teamtailor) | Lien: https://fugafamily.teamtailor.com/jobs/7901470-superviseur-ouverture-nouveau-restaurant-septembre-2026-h-f | Contexte: Groupe de restauration parisien independant qui ouvre la Brasserie Fougue a Beaupassage (Paris 7e) en septembre 2026 et recrute son encadrement de salle.
;;;;Directeur d'hotel;Hotel Villa M;Paris (75);;LinkedIn;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Gouvernante Generale | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gouvernante-g%C3%A9n%C3%A9rale-at-h%C3%B4tel-villa-m-4233398850 | Contexte: Hotel independant parisien (Paris 15e) recrutant une gouvernante generale pour piloter le housekeeping.
;;;;DRH;Hotel Villa M;Paris (75);;LinkedIn;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Gouvernante Generale | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gouvernante-g%C3%A9n%C3%A9rale-at-h%C3%B4tel-villa-m-4233398850 | Contexte: Hotel independant parisien (Paris 15e) recrutant une gouvernante generale pour piloter le housekeeping.
Scott;Jarvis;;;Fondateur / Chef;Restaurant Turbulent;Trouville-sur-Mer (14);;L'Hotellerie Restauration;HOSPITALITY,JOB,FONDATEUR,NC,CONTACT_1;Poste: Directeur / Directrice de restaurant CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: L'Hotellerie Restauration | Lien: https://www.lhotellerie-restauration.fr/emploi-directeur-de-restaurant | Contexte: Restaurant independant de Trouville-sur-Mer reference au Guide Michelin et Gault&Millau. Recherche un directeur de restaurant experimente responsable de la carte des vins et des accords mets-vins.
;;;;Responsable RH;Restaurant Turbulent;Trouville-sur-Mer (14);;L'Hotellerie Restauration;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directeur / Directrice de restaurant CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: L'Hotellerie Restauration | Lien: https://www.lhotellerie-restauration.fr/emploi-directeur-de-restaurant | Contexte: Restaurant independant de Trouville-sur-Mer reference au Guide Michelin et Gault&Millau. Recherche un directeur de restaurant experimente responsable de la carte des vins et des accords mets-vins.
;;;;President / Fondateur;Groupe Biografy;NC;;Tendance Hotellerie;HOSPITALITY,NEWS,FONDATEUR,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: NC (signal capitalistique) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Tendance Hotellerie | Lien: https://www.tendancehotellerie.fr/articles-breves/communique-de-presse/20806-article/le-groupe-hotelier-familial-biografy-ouvre-son-capital-a-for-talents-et-montefiore-investment-pour-soutenir-son-developpement | Fonds: For Talents et Montefiore Investment | Montant: NC | Contexte: Groupe hotelier familial francais qui ouvre son capital a deux fonds pour financer son developpement - phase de structuration et de recrutement a prevoir.
;;;;DRH;Groupe Biografy;NC;;Tendance Hotellerie;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: NC (signal capitalistique) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Tendance Hotellerie | Lien: https://www.tendancehotellerie.fr/articles-breves/communique-de-presse/20806-article/le-groupe-hotelier-familial-biografy-ouvre-son-capital-a-for-talents-et-montefiore-investment-pour-soutenir-son-developpement | Fonds: For Talents et Montefiore Investment | Montant: NC | Contexte: Groupe hotelier familial francais qui ouvre son capital a deux fonds pour financer son developpement - phase de structuration et de recrutement a prevoir.
;;;;Fondateur / Directeur France;Swiss Butter;Paris (75);;Sortiraparis;HOSPITALITY,NEWS,FONDATEUR,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: NC (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Sortiraparis | Lien: https://www.sortiraparis.com/hotel-restaurant/restaurant/guides/158928-rentree-food-2026-a-paris-les-nouveaux-restaurants-tendances-a-tester-absolument-en-septembre | Contexte: Concept de restauration qui ouvre une adresse dans le 9e arrondissement de Paris en septembre 2026 - constitution d'une equipe de salle et de cuisine.
;;;;Responsable RH;Swiss Butter;Paris (75);;Sortiraparis;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: NC (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Sortiraparis | Lien: https://www.sortiraparis.com/hotel-restaurant/restaurant/guides/158928-rentree-food-2026-a-paris-les-nouveaux-restaurants-tendances-a-tester-absolument-en-septembre | Contexte: Concept de restauration qui ouvre une adresse dans le 9e arrondissement de Paris en septembre 2026 - constitution d'une equipe de salle et de cuisine.
Fujii;Hiroshi;;;Chef de cuisine;Shoei Paris;Paris (75);;Sortiraparis;HOSPITALITY,NEWS,HIRING_MANAGER,NC,CONTACT_1;Poste: NC (ouverture) | Date: 2026-09-07 | Effectif: NC | CA: NC | Salaire: NC | Source: Sortiraparis | Lien: https://www.sortiraparis.com/hotel-restaurant/restaurant/guides/158928-rentree-food-2026-a-paris-les-nouveaux-restaurants-tendances-a-tester-absolument-en-septembre | Contexte: Restaurant japonais ouvert le 7 septembre 2026 dans le 1er arrondissement de Paris avec le chef Hiroshi Fujii en cuisine - equipe en cours de constitution.
;;;;Directeur de salle;Shoei Paris;Paris (75);;Sortiraparis;HOSPITALITY,NEWS,HIRING_MANAGER,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: NC (ouverture) | Date: 2026-09-07 | Effectif: NC | CA: NC | Salaire: NC | Source: Sortiraparis | Lien: https://www.sortiraparis.com/hotel-restaurant/restaurant/guides/158928-rentree-food-2026-a-paris-les-nouveaux-restaurants-tendances-a-tester-absolument-en-septembre | Contexte: Restaurant japonais ouvert le 7 septembre 2026 dans le 1er arrondissement de Paris avec le chef Hiroshi Fujii en cuisine - equipe en cours de constitution.
Moquet;Stephanie;;;Cheffe fondatrice;Penates;Paris (75);;Sortiraparis;HOSPITALITY,NEWS,FONDATEUR,NC,CONTACT_1;Poste: NC (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Sortiraparis | Lien: https://www.sortiraparis.com/hotel-restaurant/restaurant/guides/158928-rentree-food-2026-a-paris-les-nouveaux-restaurants-tendances-a-tester-absolument-en-septembre | Contexte: Premier restaurant en propre de Stephanie Moquet ancienne cheffe executive du groupe Fuga - ouverture a Paris en septembre 2026 autour d'un robata au feu de bois.
;;;;Responsable RH;Penates;Paris (75);;Sortiraparis;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: NC (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Sortiraparis | Lien: https://www.sortiraparis.com/hotel-restaurant/restaurant/guides/158928-rentree-food-2026-a-paris-les-nouveaux-restaurants-tendances-a-tester-absolument-en-septembre | Contexte: Premier restaurant en propre de Stephanie Moquet ancienne cheffe executive du groupe Fuga - ouverture a Paris en septembre 2026 autour d'un robata au feu de bois.
;;;;Directeur d'etablissement;Le Chevreuil;Meursault (21);;L'Hotellerie Restauration;HOSPITALITY,NEWS,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: NC (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: L'Hotellerie Restauration | Lien: https://www.lhotellerie-restauration.fr/actualite/les-ouvertures-d-hotel-les-plus-attendues-en-regions-en-2026 | Contexte: Ouverture du Chevreuil a Meursault en Cote-d'Or en septembre 2026 - adresse independante au coeur du vignoble bourguignon.
;;;;Responsable RH;Le Chevreuil;Meursault (21);;L'Hotellerie Restauration;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: NC (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: L'Hotellerie Restauration | Lien: https://www.lhotellerie-restauration.fr/actualite/les-ouvertures-d-hotel-les-plus-attendues-en-regions-en-2026 | Contexte: Ouverture du Chevreuil a Meursault en Cote-d'Or en septembre 2026 - adresse independante au coeur du vignoble bourguignon.
Branellec;Gurvan;;;President Directeur General;Oceania Hotels;Brest (29);;Espace recrutement Oceania Hotels;HOSPITALITY,JOB,DG,500-2000,CONTACT_1;Poste: Receptionniste / Gouvernant(e) - reseau Oceania Hotels | Date: NC | Effectif: 700+ salaries | CA: NC | Salaire: NC | Source: Espace recrutement Oceania Hotels | Lien: https://recrutement.oceaniahotels.com/fr/oceania-hotels | Contexte: Groupe hotelier familial breton independant (2e generation), 31 etablissements sur 21 destinations, campagne de recrutement multi-sites ouverte en septembre 2026.
;;;;Directeur des Ressources Humaines;Oceania Hotels;Brest (29);;Espace recrutement Oceania Hotels;HOSPITALITY,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Receptionniste / Gouvernant(e) - reseau Oceania Hotels | Date: NC | Effectif: 700+ salaries | CA: NC | Salaire: NC | Source: Espace recrutement Oceania Hotels | Lien: https://recrutement.oceaniahotels.com/fr/oceania-hotels | Contexte: Groupe hotelier familial breton independant (2e generation), 31 etablissements sur 21 destinations, campagne de recrutement multi-sites ouverte en septembre 2026.
;;;;Directeur de l'hotel;La Villa Mirasol;Mont-de-Marsan (40);;L'Hotellerie Restauration;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Chef de Cuisine Bistrot 1912 + Sous-Chef / Second de Cuisine + Chef de Partie | Date: 2026-09-08 | Effectif: NC | CA: NC | Salaire: NC | Source: L'Hotellerie Restauration (offres emploi) | Lien: https://www.lhotellerie-restauration.fr/emploi/emploi-hotel-restaurant | Contexte: Hotel 4 etoiles independant avec tables gastronomiques a Mont-de-Marsan. Trois postes d'encadrement cuisine ouverts simultanement (chef de cuisine du Bistrot 1912, sous-chef, chef de partie) - signal de reconstitution de brigade.
;;;;Responsable Ressources Humaines;La Villa Mirasol;Mont-de-Marsan (40);;L'Hotellerie Restauration;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef de Cuisine Bistrot 1912 + Sous-Chef / Second de Cuisine + Chef de Partie | Date: 2026-09-08 | Effectif: NC | CA: NC | Salaire: NC | Source: L'Hotellerie Restauration (offres emploi) | Lien: https://www.lhotellerie-restauration.fr/emploi/emploi-hotel-restaurant | Contexte: Hotel 4 etoiles independant avec tables gastronomiques a Mont-de-Marsan. Trois postes d'encadrement cuisine ouverts simultanement (chef de cuisine du Bistrot 1912, sous-chef, chef de partie) - signal de reconstitution de brigade.
;;;;Directeur de l'hotel;Chateau d'Audrieu;Audrieu (14);;Relais & Chateaux;HOSPITALITY,JOB,DIRECTEUR_HOTEL,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: 1er Chef de Partie H/F | Date: 2026-08-25 | Effectif: NC | CA: NC | Salaire: NC | Source: Relais & Chateaux - portail emploi | Lien: https://jobs.relaischateaux.com/France-Emploi | Contexte: Chateau-hotel Relais & Chateaux independant en Normandie. Offre 1er Chef de Partie publiee le 25/08/2026 pour la table gastronomique de l'etablissement.
;;;;Responsable Ressources Humaines;Chateau d'Audrieu;Audrieu (14);;Relais & Chateaux;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: 1er Chef de Partie H/F | Date: 2026-08-25 | Effectif: NC | CA: NC | Salaire: NC | Source: Relais & Chateaux - portail emploi | Lien: https://jobs.relaischateaux.com/France-Emploi | Contexte: Chateau-hotel Relais & Chateaux independant en Normandie. Offre 1er Chef de Partie publiee le 25/08/2026 pour la table gastronomique de l'etablissement.
Scipion;Fantine;;;Dirigeante;Menard Traiteur;Caen (14);;Site corporate Menard Traiteur;HOSPITALITY,JOB,CEO,NC,CONTACT_1;Poste: Postes evenementiel CDI/CDD - banquets, mariages, cocktails | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Site corporate Menard Traiteur | Lien: https://menardtraiteur.com/menard-traiteur-recrute-a-caen/ | Contexte: Traiteur evenementiel normand independant cree en 1986 par Jean-Francois Menard. Campagne de recrutement 2026 a Caen sur l'activite evenementielle (mariages, cocktails, banquets).
;;;;Responsable Ressources Humaines;Menard Traiteur;Caen (14);;Site corporate Menard Traiteur;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Postes evenementiel CDI/CDD - banquets, mariages, cocktails | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Site corporate Menard Traiteur | Lien: https://menardtraiteur.com/menard-traiteur-recrute-a-caen/ | Contexte: Traiteur evenementiel normand independant cree en 1986 par Jean-Francois Menard. Campagne de recrutement 2026 a Caen sur l'activite evenementielle (mariages, cocktails, banquets).
;;;;Directeur General;Saint Clair le Traiteur;Paris (75);;Jobijoba;HOSPITALITY,JOB,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Chef de cuisine evenementiel H/F - CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Jobijoba (agregateur offres traiteur evenementiel) | Lien: https://www.jobijoba.com/fr/emploi/Traiteur+evenementiel/Paris-departement | Contexte: Traiteur evenementiel du groupe Potel et Chabot. Recrutement d'un chef de cuisine evenementiel en CDI sur l'Ile-de-France.
;;;;Directeur des Ressources Humaines;Saint Clair le Traiteur;Paris (75);;Jobijoba;HOSPITALITY,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef de cuisine evenementiel H/F - CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Jobijoba (agregateur offres traiteur evenementiel) | Lien: https://www.jobijoba.com/fr/emploi/Traiteur+evenementiel/Paris-departement | Contexte: Traiteur evenementiel du groupe Potel et Chabot. Recrutement d'un chef de cuisine evenementiel en CDI sur l'Ile-de-France.
Gloaguen;Adrien;;;Fondateur et President;Groupe Touriste;Paris (75);;Les Hardis;HOSPITALITY,NEWS,FONDATEUR,NC,CONTACT_1;Poste: Directeur d'hotel / Chef de reception (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Les Hardis / site Hotel Luxia | Lien: https://www.leshardis.com/2026/09/nouveaux-hotels-decouvrir-rentree-2026/ | Contexte: Groupe hotelier parisien independant fonde en 2008 (4 hotels a Paris + 1 a Londres) qui ouvre en septembre 2026 l'Hotel Luxia a Montmartre : 45 chambres, spa et piscine, design Necchi Architecture.
;;;;Responsable Ressources Humaines;Groupe Touriste;Paris (75);;Les Hardis;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directeur d'hotel / Chef de reception (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Les Hardis / site Hotel Luxia | Lien: https://www.leshardis.com/2026/09/nouveaux-hotels-decouvrir-rentree-2026/ | Contexte: Groupe hotelier parisien independant fonde en 2008 (4 hotels a Paris + 1 a Londres) qui ouvre en septembre 2026 l'Hotel Luxia a Montmartre : 45 chambres, spa et piscine, design Necchi Architecture.
Blanc;Jacques;;;Hotelier fondateur du projet;Hotel Le Magnifique;Paris (75);;We Heart;HOSPITALITY,NEWS,FONDATEUR,NC,CONTACT_1;Poste: Chef de reception / Gouvernant(e) (ouverture) | Date: 2026-09-09 | Effectif: NC | CA: NC | Salaire: NC | Source: We Heart / JDS | Lien: https://www.we-heart.com/2026/09/09/hotel-le-magnifique-paris-14th-arrondissement-design-hotel-vincent-darre/ | Contexte: Ouverture debut septembre 2026 au 20 bis rue de la Gaite (Paris 14e) d'un hotel 4 etoiles independant de 62 chambres signees Vincent Darre, dans l'ancien theatre des Mille Colonnes. Piscine interieure, hammam, jacuzzi.
;;;;Responsable Ressources Humaines;Hotel Le Magnifique;Paris (75);;We Heart;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef de reception / Gouvernant(e) (ouverture) | Date: 2026-09-09 | Effectif: NC | CA: NC | Salaire: NC | Source: We Heart / JDS | Lien: https://www.we-heart.com/2026/09/09/hotel-le-magnifique-paris-14th-arrondissement-design-hotel-vincent-darre/ | Contexte: Ouverture debut septembre 2026 au 20 bis rue de la Gaite (Paris 14e) d'un hotel 4 etoiles independant de 62 chambres signees Vincent Darre, dans l'ancien theatre des Mille Colonnes. Piscine interieure, hammam, jacuzzi.
Backhaus;Lars;;;Directeur General et cofondateur;somnOO;NC;;Tendance Hotellerie;HOSPITALITY,NEWS,DG,NC,CONTACT_1;Poste: Hotel operations manager / Directeur d'hotel | Date: 2026-09 | Effectif: NC | CA: Plus de 100 MEUR de CA sous gestion (2024) | Salaire: NC | Source: Tendance Hotellerie / Business Immo | Lien: https://www.tendancehotellerie.fr/articles-breves/communique-de-presse/25210-article/quatre-hotels-passent-sous-controle-majoritaire-de-somnoo-apres-le-rachat-des-parts-d-123-investment-managers | Contexte: Groupe hotelier proprietaire-exploitant independant (plus de 60 hotels France/Allemagne) : rachat des parts de 123 Investment Managers sur quatre hotels en region, desormais detenus en majoritaire murs et exploitation.
Rousseau;Christian;;;President et cofondateur;somnOO;NC;https://www.linkedin.com/in/christian-rousseau-251935a/;Tendance Hotellerie;HOSPITALITY,NEWS,CEO,NC,CONTACT_2;Poste: Hotel operations manager / Directeur d'hotel | Date: 2026-09 | Effectif: NC | CA: Plus de 100 MEUR de CA sous gestion (2024) | Salaire: NC | Source: Tendance Hotellerie / Business Immo | Lien: https://www.tendancehotellerie.fr/articles-breves/communique-de-presse/25210-article/quatre-hotels-passent-sous-controle-majoritaire-de-somnoo-apres-le-rachat-des-parts-d-123-investment-managers | Contexte: Groupe hotelier proprietaire-exploitant independant (plus de 60 hotels France/Allemagne) : rachat des parts de 123 Investment Managers sur quatre hotels en region, desormais detenus en majoritaire murs et exploitation.
;;;;Directeur General;Dunamis Hospitality;Rennes (35);;Le Journal des Entreprises;HOSPITALITY,NEWS,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Directeur d'hotel / Chef de reception | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/breve/le-groupe-rennais-dunamis-hospitality-reprend-la-gestion-du-brit-hotel-langueux-2117859 | Contexte: Groupe hotelier rennais independant qui reprend la gestion de l'hotel de Langueux (Cotes-d'Armor) : extension du perimetre d'exploitation et besoins d'encadrement sur site.
;;;;Responsable Ressources Humaines;Dunamis Hospitality;Rennes (35);;Le Journal des Entreprises;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directeur d'hotel / Chef de reception | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/breve/le-groupe-rennais-dunamis-hospitality-reprend-la-gestion-du-brit-hotel-langueux-2117859 | Contexte: Groupe hotelier rennais independant qui reprend la gestion de l'hotel de Langueux (Cotes-d'Armor) : extension du perimetre d'exploitation et besoins d'encadrement sur site.
Pic;Anne-Sophie;;;Cheffe et dirigeante fondatrice;Maison Pic;Paris (75);;Time Out Paris;HOSPITALITY,NEWS,FONDATEUR,NC,CONTACT_1;Poste: Directeur de salle / Chef de partie (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Time Out Paris | Lien: https://www.timeout.fr/paris/actualites/les-ouvertures-de-restaurants-les-plus-attendues-de-la-rentree-2026-082926 | Contexte: La maison de la cheffe Anne-Sophie Pic ouvre a Paris a la rentree 2026 : bar Utopic le 4 septembre puis restaurant gastronomique le 18 septembre. Recrutement de brigade salle et cuisine associe a l'ouverture.
;;;;Responsable Ressources Humaines;Maison Pic;Paris (75);;Time Out Paris;HOSPITALITY,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directeur de salle / Chef de partie (ouverture) | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: Time Out Paris | Lien: https://www.timeout.fr/paris/actualites/les-ouvertures-de-restaurants-les-plus-attendues-de-la-rentree-2026-082926 | Contexte: La maison de la cheffe Anne-Sophie Pic ouvre a Paris a la rentree 2026 : bar Utopic le 4 septembre puis restaurant gastronomique le 18 septembre. Recrutement de brigade salle et cuisine associe a l'ouverture.
