nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur Financier;Voyageurs du Monde;Paris (75);;LinkedIn Jobs / Indeed;FINANCE,JOB,DAF,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: 2026-08-28 | Effectif: ~350 | CA: NC | Salaire: 30-36K€ | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-voyageurs-du-monde-2963369195 | Contexte: Leader français du voyage sur mesure fondé 1979, ~350 sal dont ~100 en régions. Recrute gestionnaire de paie CDI en équipe de 4 (paie+ADP), Paris 75, vu actif sur Indeed le 02/09/2026. Logiciel Sage, télétravail 2j/sem, participation, TR.
;;;;DRH;Voyageurs du Monde;Paris (75);;LinkedIn Jobs / Indeed;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: 2026-08-28 | Effectif: ~350 | CA: NC | Salaire: 30-36K€ | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-voyageurs-du-monde-2963369195 | Contexte: Idem contact 1. DRH non identifié (site voyageursdumonde.fr bloqué proxy). Groupe privé 350 sal, Paris 75.
;;;;CEO / Fondateur;Nextories;Paris (75);;Welcome to the Jungle;FINANCE,JOB,CEO,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: RAF (Responsable Administratif et Financier) | Date: NC | Effectif: NC (<50 est.) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/nextories/jobs/responsable-administratif-et-financier-raf-h-f_paris | Contexte: Nextories, première plateforme professionnelle de déménagement B2B, recrute son RAF CDI Paris. Reporting direct CEO, structuration compta/tréso/social/fiscal. CEO/Fondateur non identifié (LinkedIn + WTJJ bloqués proxy).
;;;;DRH / Office Manager;Nextories;Paris (75);;Welcome to the Jungle;FINANCE,JOB,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: RAF (Responsable Administratif et Financier) | Date: NC | Effectif: NC (<50 est.) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/nextories/jobs/responsable-administratif-et-financier-raf-h-f_paris | Contexte: Idem contact 1. Structure probablement <50 sal, interlocuteur RH = CEO ou Office Manager. DRH formalisé peu probable à ce stade.
;;;;DAF / Directeur Financier;Société industrielle - Somme (NC);Ailly-sur-Noye (80);;Hellowork (via Manpower);FINANCE,JOB,DAF,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: RAF (Responsable Administratif et Financier) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Hellowork (Manpower) | Lien: https://www.hellowork.com/fr-fr/emplois/50860822.html | Contexte: Site industriel en croissance dans la Somme (80) recrute un RAF CDI via Manpower. Entreprise cliente non identifiée (Hellowork bloqué proxy). Signal visible août 2026. Contacter Manpower Amiens pour qualifier le client final.
;;;;DRH;Société industrielle - Somme (NC);Ailly-sur-Noye (80);;Hellowork (via Manpower);FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: RAF (Responsable Administratif et Financier) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Hellowork (Manpower) | Lien: https://www.hellowork.com/fr-fr/emplois/50860822.html | Contexte: Idem contact 1. Industrial Somme (80). A prioriser dès identification du client Manpower.
;;;;DAF / Directeur Financier;PME - Credit Manager Saint-Alban 31 (NC);Saint-Alban (31);;Indeed France;FINANCE,JOB,DAF,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Credit Manager | Date: 2026-06 | Effectif: NC | CA: NC | Salaire: NC | Source: Indeed France | Lien: https://fr.indeed.com/q-credit-manager-emplois.html | Contexte: CDI Credit Manager basé au siège à Saint-Alban (31, Toulouse métropole). Missions: sécurisation risque clients, partenariat équipe commerciale, analyse financière, limites crédit, assurance-crédit, optimisation recouvrement. Entreprise non identifiée (Indeed bloqué proxy). Posting vu en juin 2026 sur Indeed.
;;;;DRH;PME - Credit Manager Saint-Alban 31 (NC);Saint-Alban (31);;Indeed France;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Credit Manager | Date: 2026-06 | Effectif: NC | CA: NC | Salaire: NC | Source: Indeed France | Lien: https://fr.indeed.com/q-credit-manager-emplois.html | Contexte: Idem contact 1. PME siège Saint-Alban (31). À qualifier en accédant Indeed ou en cherchant site:linkedin.com credit manager saint-alban 31.
;;;;DAF / Trésorier;PME Bouches-du-Rhône (NC);Fuveau (13);;Hellowork;FINANCE,NEWS,DAF,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Trésorier | Date: 2026-09-02 | Effectif: NC | CA: NC | Salaire: NC | Source: Hellowork (màj 02/09/2026) | Lien: https://www.hellowork.com/fr-fr/emploi/metier_tresorier-ville_fuveau-13710.html | Contexte: Hellowork signale offre(s) trésorier active(s) à Fuveau (13) au 02/09/2026. Zone industrielle Pays d'Aix (traitement déchets, matériaux, chimie, logistique). Signal J-1 très frais. Entreprise non identifiée (Hellowork bloqué proxy). À qualifier en priorité 1.
;;;;DRH;PME Bouches-du-Rhône (NC);Fuveau (13);;Hellowork;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Trésorier | Date: 2026-09-02 | Effectif: NC | CA: NC | Salaire: NC | Source: Hellowork (màj 02/09/2026) | Lien: https://www.hellowork.com/fr-fr/emploi/metier_tresorier-ville_fuveau-13710.html | Contexte: Idem contact 1. Fuveau (13). A traiter dès accès Hellowork rétabli.
