nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Head of Sales;Zei;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Account Executive SaaS B2B ESG/RSE | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/zei/jobs/commercial-saas-b2b_paris | Contexte: Editeur SaaS B2B de pilotage RSE/ESG. Recrute un Account Executive pour developper le portefeuille clients sur le segment mid-market. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Talent Acquisition Manager;Zei;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Account Executive SaaS B2B ESG/RSE | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/zei/jobs/commercial-saas-b2b_paris | Contexte: Editeur SaaS B2B de pilotage RSE/ESG. Recrute un Account Executive pour developper le portefeuille clients sur le segment mid-market. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Head of Sales;Digiforma (A World For Us);Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Account Executive (Sales & Customer Success) Digiforma Certif H/F - EdTech SaaS | Date: NC | Effectif: NC | CA: NC | Salaire: 35-40 K EUR | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/a-world-for-us/jobs/account-executive-sales-customer-success-digiforma-certif-h-f-edtech-saas_paris | Contexte: Editeur SaaS EdTech (logiciel de gestion des organismes de formation). Poste mixte Sales + Customer Success sur l'offre Certif. Annonce en teletravail total. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;DRH;Digiforma (A World For Us);Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Account Executive (Sales & Customer Success) Digiforma Certif H/F - EdTech SaaS | Date: NC | Effectif: NC | CA: NC | Salaire: 35-40 K EUR | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/a-world-for-us/jobs/account-executive-sales-customer-success-digiforma-certif-h-f-edtech-saas_paris | Contexte: Editeur SaaS EdTech (logiciel de gestion des organismes de formation). Poste mixte Sales + Customer Success sur l'offre Certif. Annonce en teletravail total. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Head of Sales;Rivage;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Account Executive SMB (SaaS B2B) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/rivage/jobs/account-executive-smb-saas-b2b_paris | Contexte: Editeur SaaS B2B. Recrute un Account Executive sur le segment SMB avec prospection et closing en cycle court. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Talent Acquisition Manager;Rivage;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Account Executive SMB (SaaS B2B) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/rivage/jobs/account-executive-smb-saas-b2b_paris | Contexte: Editeur SaaS B2B. Recrute un Account Executive sur le segment SMB avec prospection et closing en cycle court. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Head of Sales;WizVille;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Senior Account Executive - SaaS B2B (F/H) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/wizville/jobs/account-executive-senior-saas-b2b-f-h_paris | Contexte: Editeur SaaS B2B (satisfaction client et avis locaux pour reseaux de points de vente). Recherche 3 ans+ d'experience AE SaaS sur cibles Mid Market/Enterprise. Un poste de CSM B2B est ouvert en parallele. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;DRH;WizVille;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Senior Account Executive - SaaS B2B (F/H) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/wizville/jobs/account-executive-senior-saas-b2b-f-h_paris | Contexte: Editeur SaaS B2B (satisfaction client et avis locaux pour reseaux de points de vente). Recherche 3 ans+ d'experience AE SaaS sur cibles Mid Market/Enterprise. Un poste de CSM B2B est ouvert en parallele. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Head of Sales;Qobra;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Sales Development Representative (SDR) - France | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/qobra/jobs/sales-development-representative-sdr-france_paris | Contexte: Editeur SaaS de gestion de la remuneration variable des commerciaux (fonde en juillet 2020). Ouvre un poste de SDR sur le marche France. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
;;;;Talent Acquisition Manager;Qobra;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Sales Development Representative (SDR) - France | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/qobra/jobs/sales-development-representative-sdr-france_paris | Contexte: Editeur SaaS de gestion de la remuneration variable des commerciaux (fonde en juillet 2020). Ouvre un poste de SDR sur le marche France. Date de publication et effectif non verifiables (sites emploi bloques par le proxy).
