nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur General;Sigmaphi;Saint-Ave (56);;Usine Nouvelle;INDUSTRIE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Directeur General | Date: 2026-09-17 | Effectif: 160 salaries (+20 recrutements prevus d'ici 2028) | CA: NC | Salaire: NC | Source: Usine Nouvelle | Lien: https://www.usinenouvelle.com/energie/nucleaire/fusion-nucleaire/lentreprise-a-retrouve-une-trajectoire-durable-de-croissance-le-fabricant-delectroaimants-pour-accelerateurs-de-particules-sigmaphi-inaugure-une-nouvelle-usine-pres-de-vannes.WFAWRERMKZAM5C5LI52FFG5LE4.html | Contexte: Inauguration le 17/09/2026 d'une nouvelle usine de 6 200 m2 (5 200 m2 d'ateliers) a Saint-Ave pres de Vannes pour 10,9 M EUR. Le fabricant d'electroaimants pour accelerateurs de particules regroupe toutes ses activites francaises sur un site unique et se diversifie vers la fusion nucleaire (marche US).
;;;;Directrice des Ressources Humaines;Sigmaphi;Saint-Ave (56);;Usine Nouvelle;INDUSTRIE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directrice des Ressources Humaines | Date: 2026-09-17 | Effectif: 160 salaries (+20 recrutements prevus d'ici 2028) | CA: NC | Salaire: NC | Source: Usine Nouvelle | Lien: https://www.usinenouvelle.com/energie/nucleaire/fusion-nucleaire/lentreprise-a-retrouve-une-trajectoire-durable-de-croissance-le-fabricant-delectroaimants-pour-accelerateurs-de-particules-sigmaphi-inaugure-une-nouvelle-usine-pres-de-vannes.WFAWRERMKZAM5C5LI52FFG5LE4.html | Contexte: Inauguration le 17/09/2026 d'une nouvelle usine de 6 200 m2 (5 200 m2 d'ateliers) a Saint-Ave pres de Vannes pour 10,9 M EUR. Le fabricant d'electroaimants pour accelerateurs de particules regroupe toutes ses activites francaises sur un site unique et se diversifie vers la fusion nucleaire (marche US).
;;;;Directeur General;Altho (Brets);Noyal-Pontivy (56);;Usine Nouvelle;INDUSTRIE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Directeur General | Date: 2026-09-17 | Effectif: NC (site de 36 000 m2 mis en service en avril 2026) | CA: NC | Salaire: NC | Source: Usine Nouvelle | Lien: https://www.usinenouvelle.com/quotidien-des-usines/pour-accompagner-sa-folle-croissance-le-fabricant-de-chips-altho-brets-inaugure-sa-nouvelle-usine-morbihannaise-et-annonce-deja-de-nouveaux-investissements.R534J5LHVNBJ5LSMDYN6KM3PLE.html | Contexte: Le fabricant de chips Brets inaugure sa nouvelle usine de Noyal-Pontivy (36 000 m2, +15 000 t de chips/an) et annonce deja 47 M EUR pour un entrepot logistique automatise, soit 98 M EUR d'investissements cumules sur 2025-2026. Besoins production/maintenance/logistique industrielle.
;;;;Responsable des Ressources Humaines;Altho (Brets);Noyal-Pontivy (56);;Usine Nouvelle;INDUSTRIE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable des Ressources Humaines | Date: 2026-09-17 | Effectif: NC (site de 36 000 m2 mis en service en avril 2026) | CA: NC | Salaire: NC | Source: Usine Nouvelle | Lien: https://www.usinenouvelle.com/quotidien-des-usines/pour-accompagner-sa-folle-croissance-le-fabricant-de-chips-altho-brets-inaugure-sa-nouvelle-usine-morbihannaise-et-annonce-deja-de-nouveaux-investissements.R534J5LHVNBJ5LSMDYN6KM3PLE.html | Contexte: Le fabricant de chips Brets inaugure sa nouvelle usine de Noyal-Pontivy (36 000 m2, +15 000 t de chips/an) et annonce deja 47 M EUR pour un entrepot logistique automatise, soit 98 M EUR d'investissements cumules sur 2025-2026. Besoins production/maintenance/logistique industrielle.
;;;;President / Directeur General;Ritleng Revalorisations;Auneuil (60);;Usine Nouvelle;INDUSTRIE,NEWS,DG,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: President / Directeur General | Date: NC | Effectif: 20 salaries a l'ouverture - 32 emplois directs vises d'ici 2027 | CA: NC | Salaire: NC | Source: Usine Nouvelle | Lien: https://www.usinenouvelle.com/article/une-usine-de-recyclage-du-platre-sort-de-terre-dans-l-oise-pour-13-millions-d-euros.N2240107 | Contexte: La PME alsacienne du recyclage du platre (site historique de Rohr, 67) construit sa 2e usine a Auneuil dans l'Oise pour 13 M EUR : 100 000 a 150 000 t de gypse recycle par an pour les cimentiers. Montee en puissance = creation d'une equipe production/maintenance de site.
;;;;Directeur de site Auneuil;Ritleng Revalorisations;Auneuil (60);;Usine Nouvelle;INDUSTRIE,NEWS,DIRECTEUR_SITE,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Directeur de site Auneuil | Date: NC | Effectif: 20 salaries a l'ouverture - 32 emplois directs vises d'ici 2027 | CA: NC | Salaire: NC | Source: Usine Nouvelle | Lien: https://www.usinenouvelle.com/article/une-usine-de-recyclage-du-platre-sort-de-terre-dans-l-oise-pour-13-millions-d-euros.N2240107 | Contexte: La PME alsacienne du recyclage du platre (site historique de Rohr, 67) construit sa 2e usine a Auneuil dans l'Oise pour 13 M EUR : 100 000 a 150 000 t de gypse recycle par an pour les cimentiers. Montee en puissance = creation d'une equipe production/maintenance de site.
;;;;Directeur General / Co-fondateur;Windelo Catamarans;Canet-en-Roussillon (66);;BusinessMan.fr;INDUSTRIE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Directeur General / Co-fondateur | Date: NC | Effectif: NC (56 emplois qualifies a creer) | CA: NC | Salaire: NC | Source: BusinessMan.fr | Lien: https://www.businessman.fr/information-veille-economique-actualite-entreprise-services/information-veille-economique-actualite-entreprise-culture-tourisme-loisirs-sport/naval-windelo-investit-4-me-pour-doubler-la-capacite-industrielle-de-son-site-de-canet-en-roussillon/780026 | Contexte: Le chantier naval de catamarans eco-concus investit 4 M EUR pour doubler la capacite industrielle de son site de Canet-en-Roussillon, lancer une gamme jusqu'a 63 pieds et creer 56 emplois qualifies (soutien TotalEnergies via un pret a taux zero). Date de publication non confirmee - a revalider avant appel.
;;;;Responsable des Ressources Humaines;Windelo Catamarans;Canet-en-Roussillon (66);;BusinessMan.fr;INDUSTRIE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable des Ressources Humaines | Date: NC | Effectif: NC (56 emplois qualifies a creer) | CA: NC | Salaire: NC | Source: BusinessMan.fr | Lien: https://www.businessman.fr/information-veille-economique-actualite-entreprise-services/information-veille-economique-actualite-entreprise-culture-tourisme-loisirs-sport/naval-windelo-investit-4-me-pour-doubler-la-capacite-industrielle-de-son-site-de-canet-en-roussillon/780026 | Contexte: Le chantier naval de catamarans eco-concus investit 4 M EUR pour doubler la capacite industrielle de son site de Canet-en-Roussillon, lancer une gamme jusqu'a 63 pieds et creer 56 emplois qualifies (soutien TotalEnergies via un pret a taux zero). Date de publication non confirmee - a revalider avant appel.
;;;;Directeur General;Breizelec;Bretagne (NC);;Le Journal des Entreprises;INDUSTRIE,NEWS,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Directeur General | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/les-recrutements-en-legere-hausse-en-bretagne-au-premier-trimestre-2026-2141235 | Contexte: Sous-traitant electronique breton identifie par la CCI Bretagne comme l'un des plus gros recruteurs industriels de la region avec 150 postes ouverts. Volume de recrutement tres superieur a sa taille = tension forte sur les profils production/maintenance. Ville et effectif a confirmer.
;;;;Responsable des Ressources Humaines;Breizelec;Bretagne (NC);;Le Journal des Entreprises;INDUSTRIE,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable des Ressources Humaines | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/les-recrutements-en-legere-hausse-en-bretagne-au-premier-trimestre-2026-2141235 | Contexte: Sous-traitant electronique breton identifie par la CCI Bretagne comme l'un des plus gros recruteurs industriels de la region avec 150 postes ouverts. Volume de recrutement tres superieur a sa taille = tension forte sur les profils production/maintenance. Ville et effectif a confirmer.
