nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur d'exploitation / Directeur de restaurant;Beaumarly;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,HIRING_MANAGER,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Manager restaurant (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317226-Manager-restaurant-Beaumarly-Paris.html | Contexte: Groupe de restauration parisien independant (Cafe Marly, Grand Cafe Capucines...) qui recrute un manager de restaurant en CDI. Annonce parmi les plus recentes du Journal des Palaces.
;;;;DRH;Beaumarly;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Manager restaurant (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317226-Manager-restaurant-Beaumarly-Paris.html | Contexte: Groupe de restauration parisien independant (Cafe Marly, Grand Cafe Capucines...) qui recrute un manager de restaurant en CDI. Annonce parmi les plus recentes du Journal des Palaces.
;;;;Directeur d'hotel / General Manager;JK Place Paris;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DIRECTEUR_HOTEL,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Front Desk Manager (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317455-Front-Desk-Manager-JK-Place-Paris-Paris.html | Contexte: Hotel 5 etoiles independant de la petite collection italienne JK Place (Florence, Capri, Rome, Paris). Recrutement d'un Front Desk Manager en CDI.
;;;;Responsable RH;JK Place Paris;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Front Desk Manager (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317455-Front-Desk-Manager-JK-Place-Paris-Paris.html | Contexte: Hotel 5 etoiles independant de la petite collection italienne JK Place (Florence, Capri, Rome, Paris). Recrutement d'un Front Desk Manager en CDI.
;;;;Spa Manager / Directeur d'hotel;Alpine Resorts;Courchevel Moriond (73);;Journal des Palaces;HOSPITALITY,JOB,GM,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Adjoint Spa Manager (CDD saison) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317581-Adjoint-Spa-Manager-Alpine-Resorts-Courchevel-Moriond.html | Contexte: Operateur hotelier savoyard independant qui ouvre sa campagne de recrutement saison hiver 2026-2027 (deux offres spa publiees le meme jour).
;;;;Responsable recrutement saison;Alpine Resorts;Courchevel Moriond (73);;Journal des Palaces;HOSPITALITY,JOB,TALENT_ACQUISITION,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Adjoint Spa Manager (CDD saison) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317581-Adjoint-Spa-Manager-Alpine-Resorts-Courchevel-Moriond.html | Contexte: Operateur hotelier savoyard independant qui ouvre sa campagne de recrutement saison hiver 2026-2027 (deux offres spa publiees le meme jour).
;;;;Chef de cuisine / Fondateur;MoSuke;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,FONDATEUR,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: Chef de partie (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317392-Chef-de-partie-MoSuke-Paris.html | Contexte: Restaurant gastronomique etoile du chef Mory Sacko a Paris 14e. Recrutement d'un chef de partie en CDI - annonce tres recente.
;;;;Directeur de restaurant;MoSuke;Paris (75);;Journal des Palaces;HOSPITALITY,JOB,HIRING_MANAGER,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Chef de partie (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-317392-Chef-de-partie-MoSuke-Paris.html | Contexte: Restaurant gastronomique etoile du chef Mory Sacko a Paris 14e. Recrutement d'un chef de partie en CDI - annonce tres recente.
Pariente;Patrick;;;Fondateur / President;Hotel Le Grand Mazarin (Maisons Pariente);Paris (75);;Journal des Palaces;HOSPITALITY,JOB,FONDATEUR,EFFECTIF_NC,CONTACT_1;Poste: Sous-chef (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-316789-Sous-Chef-Hotel-Le-Grand-Mazarin-Paris.html | Contexte: Hotel 5 etoiles du Marais appartenant a Maisons Pariente, collection familiale independante (Crillon le Brave, Lou Pinet, Le Coucou Meribel, Le Grand Mazarin). Recrute un sous-chef en CDI.
;;;;Chef executif;Hotel Le Grand Mazarin (Maisons Pariente);Paris (75);;Journal des Palaces;HOSPITALITY,JOB,HIRING_MANAGER,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Sous-chef (CDI) | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Journal des Palaces | Lien: https://www.journaldespalaces.com/carriere/offre-316789-Sous-Chef-Hotel-Le-Grand-Mazarin-Paris.html | Contexte: Hotel 5 etoiles du Marais appartenant a Maisons Pariente, collection familiale independante (Crillon le Brave, Lou Pinet, Le Coucou Meribel, Le Grand Mazarin). Recrute un sous-chef en CDI.
