nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur Administratif et Financier;Groupe CEGI;Clermont-Ferrand (63);;LinkedIn;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-groupe-cegi-4454275392 | Contexte: Groupe regional auvergnat qui recrute un gestionnaire de paie a Clermont-Ferrand. Annonce recente (identifiant LinkedIn de septembre 2026) - date exacte non verifiable, page LinkedIn bloquee par le proxy.
;;;;Directeur des Ressources Humaines;Groupe CEGI;Clermont-Ferrand (63);;LinkedIn;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-groupe-cegi-4454275392 | Contexte: Groupe regional auvergnat qui recrute un gestionnaire de paie a Clermont-Ferrand. Annonce recente (identifiant LinkedIn de septembre 2026) - date exacte non verifiable, page LinkedIn bloquee par le proxy.
;;;;Directeur Administratif et Financier;Axelo (ex Groupe HR Conseil & Cie);NC;;LinkedIn;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-axelo-ex-groupe-hr-conseil-cie-4455123826 | Contexte: Axelo (ex Groupe HR Conseil & Cie) recrute un gestionnaire de paie. Annonce recente (identifiant LinkedIn de septembre 2026). Localisation non precisee dans le snippet.
;;;;Directeur des Ressources Humaines;Axelo (ex Groupe HR Conseil & Cie);NC;;LinkedIn;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: 2026-09 | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-axelo-ex-groupe-hr-conseil-cie-4455123826 | Contexte: Axelo (ex Groupe HR Conseil & Cie) recrute un gestionnaire de paie. Annonce recente (identifiant LinkedIn de septembre 2026). Localisation non precisee dans le snippet.
;;;;Directeur Administratif et Financier;Lingenheld Groupe;Dabo (57);;LinkedIn;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-lingenheld-groupe-4419293448 | Contexte: Groupe familial alsacien (travaux publics / materiaux / environnement) recrutant un gestionnaire de paie sur son site de Dabo (Moselle). Profil dark horse regional.
;;;;Directeur des Ressources Humaines;Lingenheld Groupe;Dabo (57);;LinkedIn;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Gestionnaire de paie | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/gestionnaire-de-paie-at-lingenheld-groupe-4419293448 | Contexte: Groupe familial alsacien (travaux publics / materiaux / environnement) recrutant un gestionnaire de paie sur son site de Dabo (Moselle). Profil dark horse regional.
;;;;Directeur General;Envie Strasbourg;Geispolsheim (67);;LinkedIn;FINANCE,JOB,DG,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable administratif et financier | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/responsable-administratif-et-financier-at-envie-strasbourg-4421665784 | Contexte: Structure ESS alsacienne (reconditionnement electromenager / reemploi) recrutant un RAF a Geispolsheim. Poste de structuration de la fonction finance.
;;;;Responsable Ressources Humaines;Envie Strasbourg;Geispolsheim (67);;LinkedIn;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable administratif et financier | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: LinkedIn Jobs | Lien: https://fr.linkedin.com/jobs/view/responsable-administratif-et-financier-at-envie-strasbourg-4421665784 | Contexte: Structure ESS alsacienne (reconditionnement electromenager / reemploi) recrutant un RAF a Geispolsheim. Poste de structuration de la fonction finance.
Dugenetay;Julien;;;Directeur Administratif et Financier Groupe;Groupe WATT&Co;NC;;CFNews Infra;FINANCE,NEWS,DAF,NC,CONTACT_1;Poste: Directeur Administratif et Financier Groupe | Date: 2026-07 | Effectif: NC | CA: NC | Salaire: NC | Source: CFNews Infra / Option Finance / Plein Soleil | Lien: https://www.cfnewsinfra.net/L-actualite/Nominations/Societes/Watt-Co-selectionne-son-nouveau-CFO-521557 | Contexte: Groupe WATT&Co (developpeur-producteur photovoltaique independant) nomme Julien Dugenetay DAF pour accompagner sa forte croissance - signal de structuration de la direction financiere et de recrutements a venir (tresorerie, controle de gestion, comptabilite). Signal legerement hors fenetre 30j.
Deneux;Pierre;;;Directeur General Adjoint WATT&Co Services;Groupe WATT&Co;NC;;CFNews Infra;FINANCE,NEWS,DG,NC,CONTACT_2;Poste: Directeur Administratif et Financier Groupe | Date: 2026-07 | Effectif: NC | CA: NC | Salaire: NC | Source: CFNews Infra / Option Finance / Plein Soleil | Lien: https://www.cfnewsinfra.net/L-actualite/Nominations/Societes/Watt-Co-selectionne-son-nouveau-CFO-521557 | Contexte: Groupe WATT&Co (developpeur-producteur photovoltaique independant) nomme Julien Dugenetay DAF pour accompagner sa forte croissance - signal de structuration de la direction financiere et de recrutements a venir (tresorerie, controle de gestion, comptabilite). Signal legerement hors fenetre 30j.
