nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
Pincemin;Benoit;;;Directeur Financier;KERNE (Groupe Kerne);Quimper (29);;UETS;FINANCE,JOB,DAF,50-200,CONTACT_1;Poste: Responsable Administratif et Financier (f/h) | Date: NC (annonce en ligne au 2026-09-07) | Effectif: ~150 (groupe de 9 entites) | CA: NC | Salaire: NC | Source: UETS - cabinet de recrutement Bretagne (client final nomme) | Lien: https://www.uets.fr/recrutement-bretagne/responsable-administratif-et-financier-f-h/ | Contexte: Groupe familial breton du paysage et de l'elagage cree en 1981 (Quimper), il consolide et structure ses fonctions support dans un contexte de croissance maitrisee et cree un poste de RAF rattache a la direction. Structuration admin-fi multi-entites = besoin recurrent de profils paie/compta/controle.
Puech;Quentin;;;Associe-Gerant;KERNE (Groupe Kerne);Quimper (29);;UETS;FINANCE,JOB,DG,50-200,CONTACT_2;Poste: Responsable Administratif et Financier (f/h) | Date: NC (annonce en ligne au 2026-09-07) | Effectif: ~150 (groupe de 9 entites) | CA: NC | Salaire: NC | Source: UETS - cabinet de recrutement Bretagne (client final nomme) | Lien: https://www.uets.fr/recrutement-bretagne/responsable-administratif-et-financier-f-h/ | Contexte: Groupe familial breton du paysage et de l'elagage cree en 1981 (Quimper), il consolide et structure ses fonctions support dans un contexte de croissance maitrisee et cree un poste de RAF rattache a la direction. Structuration admin-fi multi-entites = besoin recurrent de profils paie/compta/controle.
Kuhn;Antoine;;;Dirigeant;Maritime Kuhn;Brest (29);;UETS;FINANCE,JOB,DG,500-2000,CONTACT_1;Poste: Responsable Administratif et Financier regional (f/h) | Date: NC (annonce en ligne au 2026-09-07) | Effectif: 800 | CA: 165 M EUR | Salaire: NC | Source: UETS - cabinet de recrutement Bretagne (client final nomme) | Lien: https://www.uets.fr/recrutement-bretagne/responsable-administratif-et-financier-regional-f-h/ | Contexte: ETI familiale de logistique portuaire creee a Brest en 1948, presente sur 22 ports de commerce francais, dirigee par les freres Kuhn. Le poste de RAF regional traduit une decentralisation de la fonction admin-fi apres la reprise des activites Bollore Ports France.
;;;;Directeur des Ressources Humaines;Maritime Kuhn;Brest (29);;UETS;FINANCE,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier regional (f/h) | Date: NC (annonce en ligne au 2026-09-07) | Effectif: 800 | CA: 165 M EUR | Salaire: NC | Source: UETS - cabinet de recrutement Bretagne (client final nomme) | Lien: https://www.uets.fr/recrutement-bretagne/responsable-administratif-et-financier-regional-f-h/ | Contexte: ETI familiale de logistique portuaire creee a Brest en 1948, presente sur 22 ports de commerce francais, dirigee par les freres Kuhn. Le poste de RAF regional traduit une decentralisation de la fonction admin-fi apres la reprise des activites Bollore Ports France.
;;;;Directeur Administratif et Financier Groupe;Poudry Materiaux (Groupe Tanguy Materiaux);Nantes (44);;Nantes Emplois;FINANCE,JOB,DAF,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier - CDI | Date: NC (annonce en ligne au 2026-09-07) | Effectif: NC (groupe Tanguy Materiaux - plus de 60 agences et sites de production) | CA: NC | Salaire: NC | Source: Nantes Emplois | Lien: https://www.nantes-emplois.com/emplois/80794013.html | Contexte: Poudry Materiaux, filiale du groupe familial Tanguy Materiaux (plus de 100 ans, Bretagne / Pays de la Loire / Normandie), recrute un RAF pour fiabiliser le suivi administratif et financier de deux filiales. Perimetre multi-societes = enjeux consolidation, tresorerie et paie.
;;;;Directeur des Ressources Humaines;Poudry Materiaux (Groupe Tanguy Materiaux);Nantes (44);;Nantes Emplois;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier - CDI | Date: NC (annonce en ligne au 2026-09-07) | Effectif: NC (groupe Tanguy Materiaux - plus de 60 agences et sites de production) | CA: NC | Salaire: NC | Source: Nantes Emplois | Lien: https://www.nantes-emplois.com/emplois/80794013.html | Contexte: Poudry Materiaux, filiale du groupe familial Tanguy Materiaux (plus de 100 ans, Bretagne / Pays de la Loire / Normandie), recrute un RAF pour fiabiliser le suivi administratif et financier de deux filiales. Perimetre multi-societes = enjeux consolidation, tresorerie et paie.
;;;;Directeur General;IMCAS;Paris (75);;Welcome to the Jungle;FINANCE,JOB,DG,EFFECTIF_NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier (H/F) - CDI | Date: NC (annonce en ligne au 2026-09-07) | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/imcas/jobs/responsable-administratif-et-financier-h-f_paris | Contexte: IMCAS (organisateur de congres medicaux internationaux, Paris) recrute un RAF rattache directement a la Direction Generale sur un role decrit comme strategique. Creation/structuration de la fonction financiere dans une PME en croissance internationale.
;;;;Responsable Ressources Humaines;IMCAS;Paris (75);;Welcome to the Jungle;FINANCE,JOB,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier (H/F) - CDI | Date: NC (annonce en ligne au 2026-09-07) | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/imcas/jobs/responsable-administratif-et-financier-h-f_paris | Contexte: IMCAS (organisateur de congres medicaux internationaux, Paris) recrute un RAF rattache directement a la Direction Generale sur un role decrit comme strategique. Creation/structuration de la fonction financiere dans une PME en croissance internationale.
Masse;Bruno;;;Directeur General Heode (filiale Sunroad Equipment);Sunroad Equipment (Groupe Narbonne);Narbonne (11);;La Lettre M;FINANCE,NEWS,DG,EFFECTIF_NC,CONTACT_1;Poste: signal NEWS - acquisition | Date: 2026-09-04 (operation annoncee - nomination du DG de Heode le 2026-07-28) | Effectif: NC (Sunroad Equipment - groupe de 81 entites) | CA: 82,7 M EUR (Sunroad Equipment) | Salaire: NC | Source: La Lettre M | Lien: https://www.lalettrem.fr/actualites/sunroad-equipment-acquiert-heode-et-veut-doubler-son-activite-dici-2030 | Contexte: Sunroad Equipment (Groupe Narbonne / Narbonne Accessoires, Narbonne 11) acquiert Heode (Firminy 42, e-commerce d'amenagement de vehicules utilitaires et de loisirs) avec un objectif de doublement d'activite d'ici 2030. Bruno Masse est nomme Directeur General de Heode. Integration d'une nouvelle filiale = structuration admin-fi, consolidation, cash management et harmonisation de la paie. Fonds: NC | Montant: NC
;;;;Directeur des Ressources Humaines Groupe;Sunroad Equipment (Groupe Narbonne);Narbonne (11);;La Lettre M;FINANCE,NEWS,DRH,EFFECTIF_NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: signal NEWS - acquisition | Date: 2026-09-04 (operation annoncee - nomination du DG de Heode le 2026-07-28) | Effectif: NC (Sunroad Equipment - groupe de 81 entites) | CA: 82,7 M EUR (Sunroad Equipment) | Salaire: NC | Source: La Lettre M | Lien: https://www.lalettrem.fr/actualites/sunroad-equipment-acquiert-heode-et-veut-doubler-son-activite-dici-2030 | Contexte: Sunroad Equipment (Groupe Narbonne / Narbonne Accessoires, Narbonne 11) acquiert Heode (Firminy 42, e-commerce d'amenagement de vehicules utilitaires et de loisirs) avec un objectif de doublement d'activite d'ici 2030. Bruno Masse est nomme Directeur General de Heode. Integration d'une nouvelle filiale = structuration admin-fi, consolidation, cash management et harmonisation de la paie. Fonds: NC | Montant: NC
