nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Controleur de gestion Groupe (N+1 du poste ouvert);Groupe Vert;Plerin (22);;HelloWork;FINANCE,JOB,HIRING_MANAGER,500-2000,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion et systemes d'information H-F CDI 35h (Rennes 35 ou Plerin 22) | Date: 2026-09-08 | Effectif: 1800 | CA: NC | Salaire: NC | Source: HelloWork | Lien: https://www.hellowork.com/fr-fr/emploi/metier_controleur-de-gestion-region_bretagne.html | Contexte: Reseau d'entreprises de proprete cree en 2009, siege a Plerin et 16 agences en Bretagne et Pays de la Loire. Le poste est rattache directement au Controleur de gestion Groupe - signal de structuration du controle de gestion groupe.
;;;;DRH;Groupe Vert;Plerin (22);;HelloWork;FINANCE,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion et systemes d'information H-F CDI 35h (Rennes 35 ou Plerin 22) | Date: 2026-09-08 | Effectif: 1800 | CA: NC | Salaire: NC | Source: HelloWork | Lien: https://www.hellowork.com/fr-fr/emploi/metier_controleur-de-gestion-region_bretagne.html | Contexte: Reseau d'entreprises de proprete cree en 2009, siege a Plerin et 16 agences en Bretagne et Pays de la Loire. Le poste est rattache directement au Controleur de gestion Groupe - signal de structuration du controle de gestion groupe.
;;;;Directeur Administratif et Financier;GIE Jules Verne;Nantes (44);;Taleez;FINANCE,JOB,DAF,500-2000,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion F-H CDI | Date: NC | Effectif: 850 professionnels (env. 400 lits) | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/controleur-de-gestion-f-h-nantes-gie-jules-verne-cdi | Contexte: GIE Jules Verne - structure de moyens de la Clinique Jules Verne (Nantes MCO + centre SSR Saint-Sebastien-sur-Loire). Recrutement d'un controleur de gestion sur reporting d'activite medicale, budget et cloture comptable.
;;;;DRH;GIE Jules Verne;Nantes (44);;Taleez;FINANCE,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion F-H CDI | Date: NC | Effectif: 850 professionnels (env. 400 lits) | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/controleur-de-gestion-f-h-nantes-gie-jules-verne-cdi | Contexte: GIE Jules Verne - structure de moyens de la Clinique Jules Verne (Nantes MCO + centre SSR Saint-Sebastien-sur-Loire). Recrutement d'un controleur de gestion sur reporting d'activite medicale, budget et cloture comptable.
;;;;Directeur Administratif et Financier;Ekimetrics;Paris (75);;Lever;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Controleur de gestion - ESG & Sustainability H-F-N CDI Paris | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Lever (site carriere Ekimetrics) | Lien: https://jobs.lever.co/ekimetrics/6325519b-9a41-466c-83d9-375c81f1723b | Contexte: Cabinet independant de data science / conseil. Creation d'un poste de controle de gestion oriente reporting extra-financier (CSRD) - profil min. 5 ans audit externe-interne ou controle de gestion exige.
;;;;DRH;Ekimetrics;Paris (75);;Lever;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Controleur de gestion - ESG & Sustainability H-F-N CDI Paris | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Lever (site carriere Ekimetrics) | Lien: https://jobs.lever.co/ekimetrics/6325519b-9a41-466c-83d9-375c81f1723b | Contexte: Cabinet independant de data science / conseil. Creation d'un poste de controle de gestion oriente reporting extra-financier (CSRD) - profil min. 5 ans audit externe-interne ou controle de gestion exige.
;;;;Directeur Administratif et Financier;Groupe Spartes;Paris (75);;Teamtailor;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable Comptable Groupe CDI Paris | Date: 2026-07-15 | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor (site carriere Groupe Spartes) | Lien: https://spartes.teamtailor.com/jobs/8031189-responsable-comptable-groupe-paris-cdi | Contexte: Poste de responsable comptable au niveau groupe exigeant 5 a 7 ans d'experience confirmee en comptabilite generale - signal de structuration de la fonction comptable groupe. ALERTE: annonce publiee le 15-07-2026, hors fenetre 7 jours.
;;;;DRH;Groupe Spartes;Paris (75);;Teamtailor;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable Comptable Groupe CDI Paris | Date: 2026-07-15 | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor (site carriere Groupe Spartes) | Lien: https://spartes.teamtailor.com/jobs/8031189-responsable-comptable-groupe-paris-cdi | Contexte: Poste de responsable comptable au niveau groupe exigeant 5 a 7 ans d'experience confirmee en comptabilite generale - signal de structuration de la fonction comptable groupe. ALERTE: annonce publiee le 15-07-2026, hors fenetre 7 jours.
;;;;Directeur Administratif et Financier;Audencia;Nantes (44);;Teamtailor;FINANCE,JOB,DAF,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable comptabilite clients F-H CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor (site carriere Audencia) | Lien: https://audencia.teamtailor.com/jobs/7909013-responsable-comptabilite-clients-en-cdi-f-h | Contexte: Groupe d'enseignement superieur nantais. Ouverture d'un poste dedie a la comptabilite clients - perimetre recouvrement et facturation au sein de la direction financiere.
;;;;DRH;Audencia;Nantes (44);;Teamtailor;FINANCE,JOB,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable comptabilite clients F-H CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Teamtailor (site carriere Audencia) | Lien: https://audencia.teamtailor.com/jobs/7909013-responsable-comptabilite-clients-en-cdi-f-h | Contexte: Groupe d'enseignement superieur nantais. Ouverture d'un poste dedie a la comptabilite clients - perimetre recouvrement et facturation au sein de la direction financiere.
