nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Head of Sales;Skello;Paris (75);;LinkedIn / Lever;SALES_SAAS,JOB,HEAD_OF_SALES,200-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Account Executive | Date: 2026-09-18 | Effectif: 200-249 (Pappers/Le Journal des Entreprises) | CA: NC | Salaire: NC | Source: LinkedIn / Lever | Lien: https://jobs.lever.co/skello/89862fde-997a-4322-ae29-c39fed59face/apply | Contexte: Skello (SaaS de planification RH pour equipes terrain - retail hotellerie sante) recrute un Account Executive a Paris pour accompagner sa croissance commerciale.
;;;;Talent Acquisition Manager;Skello;Paris (75);;LinkedIn / Lever;SALES_SAAS,JOB,TALENT_ACQUISITION,200-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Account Executive | Date: 2026-09-18 | Effectif: 200-249 (Pappers/Le Journal des Entreprises) | CA: NC | Salaire: NC | Source: LinkedIn / Lever | Lien: https://jobs.lever.co/skello/89862fde-997a-4322-ae29-c39fed59face/apply | Contexte: Skello (SaaS de planification RH pour equipes terrain - retail hotellerie sante) recrute un Account Executive a Paris pour accompagner sa croissance commerciale.
;;;;Head of Sales;Skello;Paris (75);;Page carriere (Welcomekit);SALES_SAAS,JOB,HEAD_OF_SALES,200-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Business Developer Junior (H/F) | Date: 2026-09-18 | Effectif: 200-249 | CA: NC | Salaire: NC | Source: Page carriere (Welcomekit) | Lien: https://skello.welcomekit.co/jobs/business-developer-junior-h-f_paris | Contexte: Skello recrute un Business Developer junior pour renforcer son pipeline commercial sur le marche francais.
;;;;Talent Acquisition Manager;Skello;Paris (75);;Page carriere (Welcomekit);SALES_SAAS,JOB,TALENT_ACQUISITION,200-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Business Developer Junior (H/F) | Date: 2026-09-18 | Effectif: 200-249 | CA: NC | Salaire: NC | Source: Page carriere (Welcomekit) | Lien: https://skello.welcomekit.co/jobs/business-developer-junior-h-f_paris | Contexte: Skello recrute un Business Developer junior pour renforcer son pipeline commercial sur le marche francais.
;;;;Head of Sales / CRO;Modjo;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Account Executive - France / International New Business | Date: 2026-09-18 | Effectif: NC (env. 100-200 estime, croissance post serie A 2021 de 7M EUR) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/modjo/jobs/account-executive-france-international-new-business_paris_MODJO_r9x52r9 | Contexte: Modjo (intelligence conversationnelle et coaching commercial par IA) recrute un Account Executive pour son developpement France et international.
;;;;Talent Acquisition;Modjo;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Account Executive - France / International New Business | Date: 2026-09-18 | Effectif: NC (env. 100-200 estime, croissance post serie A 2021 de 7M EUR) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/modjo/jobs/account-executive-france-international-new-business_paris_MODJO_r9x52r9 | Contexte: Modjo (intelligence conversationnelle et coaching commercial par IA) recrute un Account Executive pour son developpement France et international.
;;;;VP Sales / Head of Sales;Livestorm;Paris (75);;Page carriere (Livestorm);SALES_SAAS,JOB,VP_SALES,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Account Executive Enterprise | Date: 2026-09-18 | Effectif: NC | CA: NC | Salaire: NC | Source: Page carriere (Livestorm) | Lien: https://jobs.livestorm.co/o/account-executive-enterprise-1 | Contexte: Livestorm (plateforme de webinaires et video engagement) recrute un Account Executive Enterprise pour ses comptes grands clients.
;;;;Talent Acquisition;Livestorm;Paris (75);;Page carriere (Livestorm);SALES_SAAS,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Account Executive Enterprise | Date: 2026-09-18 | Effectif: NC | CA: NC | Salaire: NC | Source: Page carriere (Livestorm) | Lien: https://jobs.livestorm.co/o/account-executive-enterprise-1 | Contexte: Livestorm (plateforme de webinaires et video engagement) recrute un Account Executive Enterprise pour ses comptes grands clients.
;;;;Head of Customer Success;Livestorm;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HIRING_MANAGER,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Junior Customer Success Manager | Date: 2026-09-18 | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/livestorm/jobs/junior-customer-success-manager_paris | Contexte: Livestorm recrute un Junior Customer Success Manager pour accompagner ses clients B2B au quotidien.
;;;;Talent Acquisition;Livestorm;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Junior Customer Success Manager | Date: 2026-09-18 | Effectif: NC | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/livestorm/jobs/junior-customer-success-manager_paris | Contexte: Livestorm recrute un Junior Customer Success Manager pour accompagner ses clients B2B au quotidien.
