nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Responsable de bureau / Chef de mission comptable;Compagnie Fiduciaire (Groupe CF);Langon (33);;Site carrière Groupe CF;FINANCE,JOB,DIRECTEUR_SITE,500-2000,CONTACT_1,CONTACT_NON_SOURCE;Poste: Collaborateur comptable H/F (CDI) | Date: NC (annonce active début septembre 2026) | Effectif: 500-999 (groupe, 26 villes, 53 associés) | CA: NC | Salaire: NC | Source: nous-rejoindre.compagnie-fiduciaire.com | Lien: https://nous-rejoindre.compagnie-fiduciaire.com/collaborateur-comptable-h-f-4/ | Contexte: Groupe CF, cabinet d'expertise comptable indépendant fondé en 1980 (siège Bordeaux), recrute pour renforcer le bureau de Langon (division Bordeaux Sud).
;;;;DRH;Compagnie Fiduciaire (Groupe CF);Langon (33);;Site carrière Groupe CF;FINANCE,JOB,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Collaborateur comptable H/F (CDI) | Date: NC (annonce active début septembre 2026) | Effectif: 500-999 (groupe, 26 villes, 53 associés) | CA: NC | Salaire: NC | Source: nous-rejoindre.compagnie-fiduciaire.com | Lien: https://nous-rejoindre.compagnie-fiduciaire.com/collaborateur-comptable-h-f-4/ | Contexte: Groupe CF, cabinet d'expertise comptable indépendant fondé en 1980 (siège Bordeaux), recrute pour renforcer le bureau de Langon (division Bordeaux Sud).
;;;;Directeur Général / Président;Numans;Lyon (69);;Le Journal des Entreprises / Le Monde du Chiffre;FINANCE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Décideur stratégique (croissance externe) | Date: NC (2026, actualité récente) | Effectif: 250 salariés | CA: 22-25 M€ | Salaire: NC | Source: lejournaldesentreprises.com + lemondeduchiffre.fr | Lien: https://www.lejournaldesentreprises.com/breve/numans-poursuit-sa-strategie-de-croissance-externe-avec-lacquisition-du-cabinet-sodac-2142517 | Contexte: Groupe lyonnais d'expertise comptable/audit/conseil, ouvre son capital à Andera Partners et Bpifrance pour doubler son CA d'ici 2028 (15 acquisitions déjà réalisées, 3-5 par an visées), vient d'acquérir le cabinet bordelais Sodac après AJC. Fonds: Andera Partners, Bpifrance | Montant: NC
;;;;DRH / Talent Acquisition;Numans;Lyon (69);;Le Journal des Entreprises / Le Monde du Chiffre;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Décideur stratégique (croissance externe) | Date: NC (2026, actualité récente) | Effectif: 250 salariés | CA: 22-25 M€ | Salaire: NC | Source: lejournaldesentreprises.com + lemondeduchiffre.fr | Lien: https://www.lejournaldesentreprises.com/breve/numans-poursuit-sa-strategie-de-croissance-externe-avec-lacquisition-du-cabinet-sodac-2142517 | Contexte: Groupe lyonnais d'expertise comptable/audit/conseil, ouvre son capital à Andera Partners et Bpifrance pour doubler son CA d'ici 2028 (15 acquisitions déjà réalisées, 3-5 par an visées), vient d'acquérir le cabinet bordelais Sodac après AJC. Fonds: Andera Partners, Bpifrance | Montant: NC
;;;;Directeur Général / Président;Fiteco;Laval (53);;Le Journal des Entreprises;FINANCE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Décideur stratégique (croissance externe) | Date: NC (2026) | Effectif: NC (réseau régional indépendant) | CA: NC | Salaire: NC | Source: lejournaldesentreprises.com | Lien: https://www.lejournaldesentreprises.com/breve/expertise-comptable-le-cabinet-parisien-fleuret-associes-rejoint-le-groupe-lavallois-fiteco-2133825 | Contexte: Le groupe lavallois d'expertise comptable Fiteco poursuit sa croissance externe avec l'intégration du cabinet parisien Fleuret Associés, signe de structuration/renforcement des équipes.
;;;;DRH / Talent Acquisition;Fiteco;Laval (53);;Le Journal des Entreprises;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Décideur stratégique (croissance externe) | Date: NC (2026) | Effectif: NC (réseau régional indépendant) | CA: NC | Salaire: NC | Source: lejournaldesentreprises.com | Lien: https://www.lejournaldesentreprises.com/breve/expertise-comptable-le-cabinet-parisien-fleuret-associes-rejoint-le-groupe-lavallois-fiteco-2133825 | Contexte: Le groupe lavallois d'expertise comptable Fiteco poursuit sa croissance externe avec l'intégration du cabinet parisien Fleuret Associés, signe de structuration/renforcement des équipes.
;;;;Directeur Général / Président;Tyls Conseil;Laval (53);;Le Journal des Entreprises;FINANCE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Décideur stratégique (croissance externe) | Date: 2026-04-01 (rapprochement effectif) | Effectif: NC (réseau régional indépendant) | CA: NC | Salaire: NC | Source: lejournaldesentreprises.com | Lien: https://www.lejournaldesentreprises.com/article/le-groupe-messin-dexpertise-comptable-lorgec-rejoint-le-reseau-lavallois-tyls-conseil-2141465 | Contexte: Le réseau lavallois d'expertise et de conseil Tyls Conseil intègre le groupe messin Lorgec, structuration régionale post-rapprochement.
;;;;DRH / Talent Acquisition;Tyls Conseil;Laval (53);;Le Journal des Entreprises;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Décideur stratégique (croissance externe) | Date: 2026-04-01 (rapprochement effectif) | Effectif: NC (réseau régional indépendant) | CA: NC | Salaire: NC | Source: lejournaldesentreprises.com | Lien: https://www.lejournaldesentreprises.com/article/le-groupe-messin-dexpertise-comptable-lorgec-rejoint-le-reseau-lavallois-tyls-conseil-2141465 | Contexte: Le réseau lavallois d'expertise et de conseil Tyls Conseil intègre le groupe messin Lorgec, structuration régionale post-rapprochement.
;;;;Directeur Général / Directeur régional;Amarris (Amarris Expertise Comptable);Nantes (44);;Le Journal des Entreprises;FINANCE,NEWS,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Décideur stratégique (structuration post-acquisition) | Date: NC (2026) | Effectif: NC groupe (cabinet absorbé Altexa: 55 collaborateurs) | CA: NC groupe (Altexa: 5.5 M€) | Salaire: NC | Source: lejournaldesentreprises.com | Lien: https://www.lejournaldesentreprises.com/breve/le-groupe-amarris-simplante-en-sarthe-avec-la-reprise-du-cabinet-altexa-2142220 | Contexte: Le groupe nantais Amarris s'implante en Sarthe en reprenant le cabinet manceau Altexa (créé en 1985, 4 associés, 55 collaborateurs), rebaptisé Amarris Expertise Comptable — structuration post-acquisition.
;;;;DRH / Talent Acquisition;Amarris (Amarris Expertise Comptable);Nantes (44);;Le Journal des Entreprises;FINANCE,NEWS,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Décideur stratégique (structuration post-acquisition) | Date: NC (2026) | Effectif: NC groupe (cabinet absorbé Altexa: 55 collaborateurs) | CA: NC groupe (Altexa: 5.5 M€) | Salaire: NC | Source: lejournaldesentreprises.com | Lien: https://www.lejournaldesentreprises.com/breve/le-groupe-amarris-simplante-en-sarthe-avec-la-reprise-du-cabinet-altexa-2142220 | Contexte: Le groupe nantais Amarris s'implante en Sarthe en reprenant le cabinet manceau Altexa (créé en 1985, 4 associés, 55 collaborateurs), rebaptisé Amarris Expertise Comptable — structuration post-acquisition.
