nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;CEO / Fondateur;Mayday;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Head of Sales - Product, IA, International | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/mayday/jobs/head-of-sales-product-ia-international_paris | Contexte: Editeur français de SaaS de knowledge management / support client augmenté par l'IA | recrute un Head of Sales avec 8+ ans d'expérience en vente SaaS B2B Enterprise pour structurer la fonction commerciale à l'international.
;;;;Talent Acquisition Manager;Mayday;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Head of Sales - Product, IA, International | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/mayday/jobs/head-of-sales-product-ia-international_paris | Contexte: Editeur français de SaaS de knowledge management / support client augmenté par l'IA | recrute un Head of Sales avec 8+ ans d'expérience en vente SaaS B2B Enterprise pour structurer la fonction commerciale à l'international.
;;;;CEO / Fondateur;Inpulse;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Head of Sales France & International (H/F) - CDI | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/inpulse/jobs/head-of-sales-france-international-h-f-cdi_paris | Contexte: Editeur SaaS de prévision des ventes et gestion des achats/anti-gaspillage pour la restauration et le retail alimentaire | recrute un Head of Sales pour piloter l'expansion commerciale France et internationale.
;;;;Talent Acquisition Manager;Inpulse;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Head of Sales France & International (H/F) - CDI | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/inpulse/jobs/head-of-sales-france-international-h-f-cdi_paris | Contexte: Editeur SaaS de prévision des ventes et gestion des achats/anti-gaspillage pour la restauration et le retail alimentaire | recrute un Head of Sales pour piloter l'expansion commerciale France et internationale.
;;;;CEO / Fondateur;Sinay;Le Havre (76);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: Head of Sales | Date: NC | Effectif: NC (startup SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/sinay/jobs/head-of-sales | Contexte: Editeur français de SaaS de données et intelligence maritime/portuaire (environnement, logistique portuaire) | recrute un Head of Sales pour structurer sa fonction commerciale.
;;;;DRH;Sinay;Le Havre (76);;Welcome to the Jungle;SALES_SAAS,JOB,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Head of Sales | Date: NC | Effectif: NC (startup SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/sinay/jobs/head-of-sales | Contexte: Editeur français de SaaS de données et intelligence maritime/portuaire (environnement, logistique portuaire) | recrute un Head of Sales pour structurer sa fonction commerciale.
;;;;CEO / Fondateur;SkyVisor;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: EMEA Sales Manager / Head of Sales - SaaS for renewables | Date: NC | Effectif: NC (startup SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/skyvisor/jobs/head-of-sales-saas-for-renewables | Contexte: Editeur SaaS destiné aux exploitants d'actifs d'énergies renouvelables (solaire/éolien) à l'échelle mondiale | recrute un manager commercial EMEA rattaché au CEO, pilotant une équipe de 4 sales.
;;;;DRH;SkyVisor;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: EMEA Sales Manager / Head of Sales - SaaS for renewables | Date: NC | Effectif: NC (startup SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/skyvisor/jobs/head-of-sales-saas-for-renewables | Contexte: Editeur SaaS destiné aux exploitants d'actifs d'énergies renouvelables (solaire/éolien) à l'échelle mondiale | recrute un manager commercial EMEA rattaché au CEO, pilotant une équipe de 4 sales.
;;;;Head of Sales;Jint (ex-Mozzaik365);Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Partnerships Manager | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/mozzaik365/jobs/partnerships-manager_paris | Contexte: Editeur français de solutions SaaS d'intranet et digital workplace intégrant l'IA (ex-Mozzaik365, rebrandé Jint) | recrute un Partnerships Manager pour développer l'écosystème de partenaires.
;;;;Talent Acquisition Manager;Jint (ex-Mozzaik365);Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Partnerships Manager | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/mozzaik365/jobs/partnerships-manager_paris | Contexte: Editeur français de solutions SaaS d'intranet et digital workplace intégrant l'IA (ex-Mozzaik365, rebrandé Jint) | recrute un Partnerships Manager pour développer l'écosystème de partenaires.
;;;;Head of Sales / VP Sales;Edflex;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,VP_SALES,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Partnerships Manager (Channel Manager) | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/edflex/jobs/channel-manager_paris | Contexte: Editeur SaaS d'agrégation de contenus de formation (learning content aggregation) pour les entreprises | recrute un Partnerships Manager avec 3-6 ans d'expérience en developpement commercial B2B / conseil / ESN.
;;;;Talent Acquisition Manager;Edflex;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Partnerships Manager (Channel Manager) | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/edflex/jobs/channel-manager_paris | Contexte: Editeur SaaS d'agrégation de contenus de formation (learning content aggregation) pour les entreprises | recrute un Partnerships Manager avec 3-6 ans d'expérience en developpement commercial B2B / conseil / ESN.
;;;;Head of Sales;Shipup;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Senior Partnerships Manager | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/shipup/jobs/senior-partnerships-manager_paris | Contexte: Editeur SaaS de post-purchase experience (suivi de commandes/notifications) pour les e-commerçants | recrute un Senior Partnerships Manager pour structurer et scaler son écosystème de partenaires en Europe.
;;;;Talent Acquisition Manager;Shipup;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Senior Partnerships Manager | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/shipup/jobs/senior-partnerships-manager_paris | Contexte: Editeur SaaS de post-purchase experience (suivi de commandes/notifications) pour les e-commerçants | recrute un Senior Partnerships Manager pour structurer et scaler son écosystème de partenaires en Europe.
;;;;Head of Sales;Riot;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Business Development Representative (BDR), France | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/riot/jobs/business-development-representative-bdr-france_paris | Contexte: Editeur SaaS de cybersécurité (évaluation et suivi du risque cyber des salariés) | recrute un BDR pour identifier et qualifier de nouveaux prospects.
;;;;Talent Acquisition Manager;Riot;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Business Development Representative (BDR), France | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/riot/jobs/business-development-representative-bdr-france_paris | Contexte: Editeur SaaS de cybersécurité (évaluation et suivi du risque cyber des salariés) | recrute un BDR pour identifier et qualifier de nouveaux prospects.
;;;;CEO / Fondateur;Talkspirit;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,CEO,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: Sales/Business Development Representative - France & Benelux | Date: NC | Effectif: NC (PME SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/talkspirit/jobs/sales-business-development-representative-france-benelux_paris | Contexte: Editeur français de plateforme SaaS de collaboration et communication interne d'entreprise | recrute un SDR/BDR pour son développement commercial en France et au Benelux.
;;;;DRH;Talkspirit;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Sales/Business Development Representative - France & Benelux | Date: NC | Effectif: NC (PME SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/talkspirit/jobs/sales-business-development-representative-france-benelux_paris | Contexte: Editeur français de plateforme SaaS de collaboration et communication interne d'entreprise | recrute un SDR/BDR pour son développement commercial en France et au Benelux.
;;;;Head of Sales;Modjo;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Business Development Representative (International - France) | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/modjo/jobs/business-development-representative-international-france_paris | Contexte: Editeur français de SaaS de conversation intelligence (analyse des appels commerciaux) | recrute un BDR pour son développement France et international.
;;;;Talent Acquisition Manager;Modjo;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,TALENT_ACQUISITION,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Business Development Representative (International - France) | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/en/companies/modjo/jobs/business-development-representative-international-france_paris | Contexte: Editeur français de SaaS de conversation intelligence (analyse des appels commerciaux) | recrute un BDR pour son développement France et international.
;;;;Head of Sales;Najar;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,HEAD_OF_SALES,5-50,CONTACT_1,CONTACT_NON_SOURCE;Poste: Business Development Representative - French & Inter Market (F/M) | Date: NC | Effectif: NC (startup SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/najar/jobs/sales-development-representative_paris | Contexte: Editeur SaaS de gestion des dépenses logicielles/SaaS (spend management) pour les directions financières | recrute un BDR pour accompagner sa conquête du marché français et européen.
;;;;DRH;Najar;Paris (75);;Welcome to the Jungle;SALES_SAAS,JOB,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Business Development Representative - French & Inter Market (F/M) | Date: NC | Effectif: NC (startup SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/najar/jobs/sales-development-representative_paris | Contexte: Editeur SaaS de gestion des dépenses logicielles/SaaS (spend management) pour les directions financières | recrute un BDR pour accompagner sa conquête du marché français et européen.
;;;;CRO;AssessFirst;Lyon (69);;Welcome to the Jungle;SALES_SAAS,JOB,CRO,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Customer Success Manager | Date: NC | Effectif: NC (scale-up SaaS) | CA: NC | Salaire: NC | Source: Welcome to the Jungle | Lien: https://www.welcometothejungle.com/fr/companies/assessfirst/jobs/customer-success-manager_paris_ASSES_M4x97o8 | Contexte: Editeur SaaS de solutions d'évaluation prédictive pour le recrutement (assessment) | recrute un CSM avec 2+ ans d'expérience en Customer Success/Account Management en environnement SaaS B2B.
