nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
Augustin;Marc;;;Directeur general du groupe CMPi;CMP Composites;Blanquefort (33);;Echos Judiciaires Girondins;INDUSTRIE,NEWS,DG,5-50,CONTACT_1;Poste: Nouvelle usine 4 500 m2 - montee en puissance | Date: 2026-09-01 | Effectif: ~40 | CA: 6,3 M EUR vises en 2026 | Salaire: NC | Source: Echos Judiciaires Girondins | Lien: https://www.echos-judiciaires.com/actualites/blanquefort-cmp-composites-soffre-un-ecrin-pour-lavenir/ | Contexte: Emmenagement le 1er septembre 2026 dans une nouvelle usine de 4 500 m2 (plus de 5 M EUR investis). Objectif 100 salaries d'ici 2030 - pieces composites hautes performances pour aero, spatial et defense.
Benabes;Jerome;;;Directeur des operations;CMP Composites;Blanquefort (33);;Echos Judiciaires Girondins;INDUSTRIE,NEWS,DIRECTEUR_OPERATIONS,5-50,CONTACT_2;Poste: Nouvelle usine 4 500 m2 - montee en puissance | Date: 2026-09-01 | Effectif: ~40 | CA: 6,3 M EUR vises en 2026 | Salaire: NC | Source: Echos Judiciaires Girondins | Lien: https://www.echos-judiciaires.com/actualites/blanquefort-cmp-composites-soffre-un-ecrin-pour-lavenir/ | Contexte: Emmenagement le 1er septembre 2026 dans une nouvelle usine de 4 500 m2 (plus de 5 M EUR investis). Objectif 100 salaries d'ici 2030 - pieces composites hautes performances pour aero, spatial et defense.
Paladini;Benedicte;;;Presidente;Palchem;Angres (62);;Le Journal des Entreprises;INDUSTRIE,NEWS,CEO,5-50,CONTACT_1;Poste: Investissement 15 M EUR - nouvelle unite de production (projet SYNTERRA) | Date: NC | Effectif: 35 | CA: 14 M EUR | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/palchem-investit-15-millions-deuros-pour-renforcer-la-souverainete-pharmaceutique-2135484 | Contexte: PME de chimie fine (intermediaires de synthese pharmaceutiques) qui investit 15 M EUR dans une extension de son site d'Angres. Effectif appele a doubler en 5 ans avec des recrutements locaux.
;;;;DRH;Palchem;Angres (62);;Le Journal des Entreprises;INDUSTRIE,NEWS,DRH,5-50,CONTACT_2,CONTACT_NON_SOURCE;Poste: Investissement 15 M EUR - nouvelle unite de production (projet SYNTERRA) | Date: NC | Effectif: 35 | CA: 14 M EUR | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/palchem-investit-15-millions-deuros-pour-renforcer-la-souverainete-pharmaceutique-2135484 | Contexte: PME de chimie fine (intermediaires de synthese pharmaceutiques) qui investit 15 M EUR dans une extension de son site d'Angres. Effectif appele a doubler en 5 ans avec des recrutements locaux.
;;;;Directeur industriel / Directeur de site;Cailabs;Rennes (35);;Le Journal des Entreprises;INDUSTRIE,NEWS,DIRECTEUR_SITE,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Plan de recrutement industriel - 100 postes annonces | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/les-recrutements-en-legere-hausse-en-bretagne-au-premier-trimestre-2026-2141235 | Contexte: Cite parmi les principaux projets de recrutement industriels bretons avec 100 postes annonces (barometre CCI Bretagne). Industriel de la photonique en phase d'industrialisation.
;;;;Responsable RH / Talent Acquisition;Cailabs;Rennes (35);;Le Journal des Entreprises;INDUSTRIE,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Plan de recrutement industriel - 100 postes annonces | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/les-recrutements-en-legere-hausse-en-bretagne-au-premier-trimestre-2026-2141235 | Contexte: Cite parmi les principaux projets de recrutement industriels bretons avec 100 postes annonces (barometre CCI Bretagne). Industriel de la photonique en phase d'industrialisation.
;;;;Directeur de site industriel;Diam Bouchage;Ceret (66);;La Gazette du Midi;INDUSTRIE,NEWS,DIRECTEUR_SITE,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Trois nouvelles lignes de conditionnement automatisees | Date: 2026-04-23 | Effectif: NC | CA: NC | Salaire: NC | Source: La Gazette du Midi | Lien: https://gazette-du-midi.fr/au-sommaire/entreprises/ouverture-d-usines-l-occitanie-tient-elle-le-choc-face-au-ralentissement | Contexte: Filiale du groupe francais Oeneo et n.2 mondial du bouchon en liege - trois nouvelles lignes de conditionnement automatisees devoilees sur le site industriel des Pyrenees-Orientales le 23 avril 2026.
;;;;Responsable RH site;Diam Bouchage;Ceret (66);;La Gazette du Midi;INDUSTRIE,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Trois nouvelles lignes de conditionnement automatisees | Date: 2026-04-23 | Effectif: NC | CA: NC | Salaire: NC | Source: La Gazette du Midi | Lien: https://gazette-du-midi.fr/au-sommaire/entreprises/ouverture-d-usines-l-occitanie-tient-elle-le-choc-face-au-ralentissement | Contexte: Filiale du groupe francais Oeneo et n.2 mondial du bouchon en liege - trois nouvelles lignes de conditionnement automatisees devoilees sur le site industriel des Pyrenees-Orientales le 23 avril 2026.
;;;;Directeur d'usine;Enchem France;Dunkerque (59);;Le Journal des Entreprises;INDUSTRIE,NEWS,DIRECTEUR_SITE,NC,CONTACT_1,CONTACT_NON_SOURCE;Poste: Mise en service d'une usine d'electrolytes - 57 M EUR | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/hauts-de-france-ces-grands-projets-dinvestissement-qui-marqueront-lannee-2026-2127958 | Contexte: L'industriel coreen Enchem met en service une usine d'electrolytes pour batteries a Dunkerque - 57 M EUR investis, demarrage annonce au printemps 2026. Montee en puissance des equipes de production et maintenance.
;;;;Responsable RH;Enchem France;Dunkerque (59);;Le Journal des Entreprises;INDUSTRIE,NEWS,DRH,NC,CONTACT_2,CONTACT_NON_SOURCE;Poste: Mise en service d'une usine d'electrolytes - 57 M EUR | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Le Journal des Entreprises | Lien: https://www.lejournaldesentreprises.com/article/hauts-de-france-ces-grands-projets-dinvestissement-qui-marqueront-lannee-2026-2127958 | Contexte: L'industriel coreen Enchem met en service une usine d'electrolytes pour batteries a Dunkerque - 57 M EUR investis, demarrage annonce au printemps 2026. Montee en puissance des equipes de production et maintenance.
