nom;prenom;email;telephone;poste;entreprise;localisation;linkedin;source;tags;notes
;;;;Directeur Administratif et Financier;Langa International;Rennes (35);;Taleez;FINANCE,JOB,DAF,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Tresorier / Tresoriere (H/F) - CDI | Date: NC | Effectif: NC (ETI - groupe de ~300 societes) | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/tresorier-tresoriere-h-f-rennes-langa-international-cdi | Contexte: Groupe rennais des energies renouvelables. Poste de tresorier rattache a la direction financiere pour piloter la tresorerie d'un groupe de ~300 societes et 500 comptes bancaires. Date de publication non verifiable (job boards FR bloques par le proxy).
;;;;Directeur des Ressources Humaines;Langa International;Rennes (35);;Taleez;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Tresorier / Tresoriere (H/F) - CDI | Date: NC | Effectif: NC (ETI - groupe de ~300 societes) | CA: NC | Salaire: NC | Source: Taleez | Lien: https://taleez.com/apply/tresorier-tresoriere-h-f-rennes-langa-international-cdi | Contexte: Groupe rennais des energies renouvelables. Poste de tresorier rattache a la direction financiere pour piloter la tresorerie d'un groupe de ~300 societes et 500 comptes bancaires. Date de publication non verifiable (job boards FR bloques par le proxy).
;;;;Directeur Administratif et Financier;Groupe Macard;NC;;Softy;FINANCE,JOB,DAF,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Tresorier(e) Groupe - H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Softy (site carriere Groupe Macard) | Lien: https://groupemacard.softy.pro/offers/179942 | Contexte: Creation/renfort d'une fonction tresorerie groupe : analyse des flux, gestion des positions bancaires, previsions de tresorerie. Recrutement en direct sur le site carriere du groupe. Effectif et localisation non confirmes.
;;;;Directeur des Ressources Humaines;Groupe Macard;NC;;Softy;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Tresorier(e) Groupe - H/F | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Softy (site carriere Groupe Macard) | Lien: https://groupemacard.softy.pro/offers/179942 | Contexte: Creation/renfort d'une fonction tresorerie groupe : analyse des flux, gestion des positions bancaires, previsions de tresorerie. Recrutement en direct sur le site carriere du groupe. Effectif et localisation non confirmes.
;;;;Directeur General;Roole;NC;;Flatchr;FINANCE,JOB,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier (F/H) - CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Flatchr | Lien: https://careers.flatchr.io/vacancy/bmqj09zz4ow9xorl-responsable-administratif-et-financier-f-h/ | Contexte: Roole (auto-club, societe a mission) structure sa fonction administrative et financiere : formalisation des cadres entre entites, obligations legales, pilotage des conseils. Le RAF encadrera a court terme un collaborateur a recruter - signal de structuration.
;;;;Directeur des Ressources Humaines;Roole;NC;;Flatchr;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable Administratif et Financier (F/H) - CDI | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Flatchr | Lien: https://careers.flatchr.io/vacancy/bmqj09zz4ow9xorl-responsable-administratif-et-financier-f-h/ | Contexte: Roole (auto-club, societe a mission) structure sa fonction administrative et financiere : formalisation des cadres entre entites, obligations legales, pilotage des conseils. Le RAF encadrera a court terme un collaborateur a recruter - signal de structuration.
;;;;Directeur General;Midi Auto Dreux;Dreux (28);;Flatchr;FINANCE,JOB,DG,50-500,CONTACT_1,CONTACT_NON_SOURCE;Poste: Responsable administratif et financier / administrative et financiere | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Flatchr | Lien: https://careers.flatchr.io/company/midiautodreux/vacancy/vyja39j6vby9lnqw-responsable-administratif-et-financier-administrative-et-financiere/?partner=3 | Contexte: Concession automobile independante recrutant en direct son RAF (comptabilite, administratif, pilotage financier). Recrutement sur site carriere propre, sans intermediaire. Effectif groupe non confirme.
;;;;Responsable Ressources Humaines;Midi Auto Dreux;Dreux (28);;Flatchr;FINANCE,JOB,DRH,50-500,CONTACT_2,CONTACT_NON_SOURCE;Poste: Responsable administratif et financier / administrative et financiere | Date: NC | Effectif: NC | CA: NC | Salaire: NC | Source: Flatchr | Lien: https://careers.flatchr.io/company/midiautodreux/vacancy/vyja39j6vby9lnqw-responsable-administratif-et-financier-administrative-et-financiere/?partner=3 | Contexte: Concession automobile independante recrutant en direct son RAF (comptabilite, administratif, pilotage financier). Recrutement sur site carriere propre, sans intermediaire. Effectif groupe non confirme.
Glas;Aurelie;;;Directrice Financiere;Valgo;Petit-Couronne (76);;Daf-Mag.fr;FINANCE,NEWS,CFO,500-2000,CONTACT_1;Poste: Nomination Directrice Financiere + membre du Comex | Date: 2026-09-11 | Effectif: 500-999 salaries (2023) | CA: 118,7 M EUR (2023) | Salaire: NC | Source: Daf-Mag.fr | Lien: https://www.daf-mag.fr/diaporamas/nominations-ces-daf-reperes-ce-vendredi-11-septembre | Contexte: Aurelie Glas est nommee Directrice Financiere et membre du Comex de Valgo (depollution, desamiantage, deconstruction industrielle - 39 etablissements, filiales Canada et Amerique latine). Ex-Suez et Veolia, profil integration / carve-out : arrivee d'un nouveau DAF = fenetre de restructuration de l'equipe finance (paie, tresorerie, credit management).
;;;;Directeur des Ressources Humaines;Valgo;Petit-Couronne (76);;Daf-Mag.fr;FINANCE,NEWS,DRH,500-2000,CONTACT_2,CONTACT_NON_SOURCE;Poste: Nomination Directrice Financiere + membre du Comex | Date: 2026-09-11 | Effectif: 500-999 salaries (2023) | CA: 118,7 M EUR (2023) | Salaire: NC | Source: Daf-Mag.fr | Lien: https://www.daf-mag.fr/diaporamas/nominations-ces-daf-reperes-ce-vendredi-11-septembre | Contexte: Aurelie Glas est nommee Directrice Financiere et membre du Comex de Valgo (depollution, desamiantage, deconstruction industrielle - 39 etablissements, filiales Canada et Amerique latine). Ex-Suez et Veolia, profil integration / carve-out : arrivee d'un nouveau DAF = fenetre de restructuration de l'equipe finance (paie, tresorerie, credit management).
